period,time,seconds_left,call_type,committing_player,disadvantaged_player,review_decision,comment,video,game_id,play_id,away,home,date,ref_1,ref_2,ref_3,score_away,score_home,original_pdf,box_score_url,disadvantaged_team,committing_team
Q4,01:41.0,101,Stoppage: Out-of-Bounds,,,CC,"Correctly called OOB, last touched by Indiana.",http://official.nba.com/last-two-minute-report/?gameNo=0021401179&eventNum=466,20150410INDDET,20150410INDDET-0,IND,DET,20150410,Brent Barnaky,Monty McCutchen,Eli Roe,107,103,L2M-IND-DET-4-10-15.pdf,http://www.basketball-reference.com/boxscores/201504100DET.html,,
Q4,01:40.0,100,Foul: Offensive,Greg Monroe,George Hill,CNC,Monroe (DET) sets the screen on Hill (IND) and gives him the opportunity to stop and/or change direction.,http://official.nba.com/last-two-minute-report/?gameNo=0021401179&eventNum=1291,20150410INDDET,20150410INDDET-1,IND,DET,20150410,Brent Barnaky,Monty McCutchen,Eli Roe,107,103,L2M-IND-DET-4-10-15.pdf,http://www.basketball-reference.com/boxscores/201504100DET.html,IND,DET
Q4,01:21.0,81,Foul: Personal,Reggie Jackson,George Hill,CC,Jackson (DET) holds Hill (IND) and restricts his FOM as he attempts to catch the entry pass.,http://official.nba.com/last-two-minute-report/?gameNo=0021401179&eventNum=468,20150410INDDET,20150410INDDET-2,IND,DET,20150410,Brent Barnaky,Monty McCutchen,Eli Roe,107,103,L2M-IND-DET-4-10-15.pdf,http://www.basketball-reference.com/boxscores/201504100DET.html,IND,DET
Q4,01:14.0,74,Foul: Offensive,Greg Monroe,David West,CNC,Monroe (DET) sets the screen on West (IND) and gives him the opportunity to stop and/or change direction.,http://official.nba.com/last-two-minute-report/?gameNo=0021401179&eventNum=1293,20150410INDDET,20150410INDDET-3,IND,DET,20150410,Brent Barnaky,Monty McCutchen,Eli Roe,107,103,L2M-IND-DET-4-10-15.pdf,http://www.basketball-reference.com/boxscores/201504100DET.html,IND,DET
Q4,00:40.6,40.6,Foul: Shooting,David West,Kentavious Caldwell-Pope,CC,West (IND) makes contact with Caldwell-Pope's (DET) body on the jump shot.,http://official.nba.com/last-two-minute-report/?gameNo=0021401179&eventNum=480,20150410INDDET,20150410INDDET-4,IND,DET,20150410,Brent Barnaky,Monty McCutchen,Eli Roe,107,103,L2M-IND-DET-4-10-15.pdf,http://www.basketball-reference.com/boxscores/201504100DET.html,DET,IND
Q4,00:40.6,40.6,Instant Replay: Support Ruling,,,CC,"After communicating with the Replay Center, the ruling on the court that Caldwell-Pope (DET) was attempting a 3 pointer when he was fouled by West (IND) was upheld.",http://official.nba.com/last-two-minute-report/?gameNo=0021401179&eventNum=481,20150410INDDET,20150410INDDET-5,IND,DET,20150410,Brent Barnaky,Monty McCutchen,Eli Roe,107,103,L2M-IND-DET-4-10-15.pdf,http://www.basketball-reference.com/boxscores/201504100DET.html,,
Q4,00:22.1,22.1,Foul: Personal,John Lucas III,George Hill,CC,Hill (IND) does not go through the defending Lucas III's (DET) space and the contact by Lucas III affects Hill's movement toward the basket.,http://official.nba.com/last-two-minute-report/?gameNo=0021401179&eventNum=489,20150410INDDET,20150410INDDET-6,IND,DET,20150410,Brent Barnaky,Monty McCutchen,Eli Roe,107,103,L2M-IND-DET-4-10-15.pdf,http://www.basketball-reference.com/boxscores/201504100DET.html,IND,DET
Q4,00:11.6,11.6,Foul: Personal,John Lucas III,George Hill,CC,Lucas III (DET) commits a take foul on Hill (IND).,http://official.nba.com/last-two-minute-report/?gameNo=0021401179&eventNum=498,20150410INDDET,20150410INDDET-7,IND,DET,20150410,Brent Barnaky,Monty McCutchen,Eli Roe,107,103,L2M-IND-DET-4-10-15.pdf,http://www.basketball-reference.com/boxscores/201504100DET.html,IND,DET
Q4,00:06.2,6.2,Foul: Shooting,George Hill,John Lucas III,CNC,Hill (IND) legally contests Lucas III's (DET) jump shot.,http://official.nba.com/last-two-minute-report/?gameNo=0021401179&eventNum=1292,20150410INDDET,20150410INDDET-8,IND,DET,20150410,Brent Barnaky,Monty McCutchen,Eli Roe,107,103,L2M-IND-DET-4-10-15.pdf,http://www.basketball-reference.com/boxscores/201504100DET.html,DET,IND
