period,time,seconds_left,call_type,committing_player,disadvantaged_player,review_decision,comment,video,game_id,play_id,away,home,date,ref_1,ref_2,ref_3,score_away,score_home,original_pdf,box_score_url,disadvantaged_team,committing_team
Q4,01:58.0,118,Foul: Offensive,Karl-Anthony Towns,Andrew Nicholson,CNC,Towns (MIN) sets the screen on Nicholson (ORL) and gives him room to avoid the contact.,http://official.nba.com/last-two-minute-report/?gameNo=0021500166&eventNum=1339,20151118MINORL,20151118MINORL-0,MIN,ORL,20151118,Derrick Collins,Monty McCutchen,Eli Roe,101,104,L2M-MIN-ORL-11-18-15.pdf,http://www.basketball-reference.com/boxscores/201511180ORL.html,ORL,MIN
Q4,01:48.0,108,Foul: Shooting,Jason Smith,Andrew Wiggins,CC,Smith (ORL) does not obtain legal guarding position and makes contact with Wiggins' (MIN) body that affects his drive to the basket.,http://official.nba.com/last-two-minute-report/?gameNo=0021500166&eventNum=549,20151118MINORL,20151118MINORL-1,MIN,ORL,20151118,Derrick Collins,Monty McCutchen,Eli Roe,101,104,L2M-MIN-ORL-11-18-15.pdf,http://www.basketball-reference.com/boxscores/201511180ORL.html,MIN,ORL
Q4,01:23.0,83,Foul: Loose Ball,Andrew Nicholson,Ricky Rubio,CC,Nicholson (ORL) makes contact with Rubio (MIN) after he has already secured the rebound from a position where he has no reasonable chance to obtain the ball without making contact.,http://official.nba.com/last-two-minute-report/?gameNo=0021500166&eventNum=556,20151118MINORL,20151118MINORL-2,MIN,ORL,20151118,Derrick Collins,Monty McCutchen,Eli Roe,101,104,L2M-MIN-ORL-11-18-15.pdf,http://www.basketball-reference.com/boxscores/201511180ORL.html,MIN,ORL
Q4,00:45.4,45.4,Foul: Offensive,Jason Smith,Ricky Rubio,CNC,Smith (ORL) sets the screen on Rubio (MIN) and gives him room to avoid the contact.,http://official.nba.com/last-two-minute-report/?gameNo=0021500166&eventNum=1340,20151118MINORL,20151118MINORL-3,MIN,ORL,20151118,Derrick Collins,Monty McCutchen,Eli Roe,101,104,L2M-MIN-ORL-11-18-15.pdf,http://www.basketball-reference.com/boxscores/201511180ORL.html,MIN,ORL
Q4,00:28.0,28,Foul: Shooting,Elfrid Payton,Andrew Wiggins,CC,Payton (ORL) makes contact with Wiggins' (MIN) arm that affects his driving layup attempt.,http://official.nba.com/last-two-minute-report/?gameNo=0021500166&eventNum=566,20151118MINORL,20151118MINORL-4,MIN,ORL,20151118,Derrick Collins,Monty McCutchen,Eli Roe,101,104,L2M-MIN-ORL-11-18-15.pdf,http://www.basketball-reference.com/boxscores/201511180ORL.html,MIN,ORL
Q4,00:13.1,13.1,Foul: Personal,Gorgui Dieng,Evan Fournier,CNC,Dieng (MIN) maintains legal guarding position and does not affects Fournier's (ORL) RSBQ on the drive to the basket.,http://official.nba.com/last-two-minute-report/?gameNo=0021500166&eventNum=1341,20151118MINORL,20151118MINORL-5,MIN,ORL,20151118,Derrick Collins,Monty McCutchen,Eli Roe,101,104,L2M-MIN-ORL-11-18-15.pdf,http://www.basketball-reference.com/boxscores/201511180ORL.html,ORL,MIN
Q4,00:06.3,6.3,Instant Replay: Support Ruling,,,CC,"After communicating with the Replay Center, the oncourt ruling that Payton (ORL) stepped out-of-bounds by touching the boundary line while in possession of the ball stood because there was no conclusive angle to show that his foot was inbounds.",http://official.nba.com/last-two-minute-report/?gameNo=0021500166&eventNum=584,20151118MINORL,20151118MINORL-6,MIN,ORL,20151118,Derrick Collins,Monty McCutchen,Eli Roe,101,104,L2M-MIN-ORL-11-18-15.pdf,http://www.basketball-reference.com/boxscores/201511180ORL.html,,
Q4,00:06.3,6.3,Foul: Offensive,Karl-Anthony Towns,Evan Fournier,CNC,Towns (MIN) sets the screen on Fournier (ORL) and gives him room to avoid the contact.,http://official.nba.com/last-two-minute-report/?gameNo=0021500166&eventNum=1342,20151118MINORL,20151118MINORL-7,MIN,ORL,20151118,Derrick Collins,Monty McCutchen,Eli Roe,101,104,L2M-MIN-ORL-11-18-15.pdf,http://www.basketball-reference.com/boxscores/201511180ORL.html,ORL,MIN
Q4,00:01.4,1.4,Violation: Defensive Goaltending,Karl-Anthony Towns,Tobias Harris,CNC,Towns (MIN) makes contact with the ball before it has reached its apex and is still on its upward flight toward the basket.,http://official.nba.com/last-two-minute-report/?gameNo=0021500166&eventNum=1343,20151118MINORL,20151118MINORL-8,MIN,ORL,20151118,Derrick Collins,Monty McCutchen,Eli Roe,101,104,L2M-MIN-ORL-11-18-15.pdf,http://www.basketball-reference.com/boxscores/201511180ORL.html,ORL,MIN
Q5,04:43.0,283,Foul: Shooting,Karl-Anthony Towns,Andrew Nicholson,INC,Towns (MIN) makes contact with Nicholson's (ORL) arm that affects his layup attempt.,http://official.nba.com/last-two-minute-report/?gameNo=0021500166&eventNum=1344,20151118MINORL,20151118MINORL-9,MIN,ORL,20151118,Derrick Collins,Monty McCutchen,Eli Roe,101,104,L2M-MIN-ORL-11-18-15.pdf,http://www.basketball-reference.com/boxscores/201511180ORL.html,ORL,MIN
Q5,04:32.0,272,Foul: Shooting,Karl-Anthony Towns,Andrew Nicholson,CNC,"Towns (MIN) blocks Nicholson's (ORL) shot attempt prior to any ""high-five"" contact, which is considered incidental after the block.",http://official.nba.com/last-two-minute-report/?gameNo=0021500166&eventNum=1345,20151118MINORL,20151118MINORL-10,MIN,ORL,20151118,Derrick Collins,Monty McCutchen,Eli Roe,101,104,L2M-MIN-ORL-11-18-15.pdf,http://www.basketball-reference.com/boxscores/201511180ORL.html,ORL,MIN
Q5,03:25.0,205,Foul: Offensive,Jason Smith,Karl-Anthony Towns,,[Incidental or immaterial] Incidental contact between Smith (ORL) and Towns (MIN) in transition.,http://official.nba.com/last-two-minute-report/?gameNo=0021500166&eventNum=1346,20151118MINORL,20151118MINORL-11,MIN,ORL,20151118,Derrick Collins,Monty McCutchen,Eli Roe,101,104,L2M-MIN-ORL-11-18-15.pdf,http://www.basketball-reference.com/boxscores/201511180ORL.html,MIN,ORL
Q5,03:15.0,195,Foul: Shooting,Andrew Nicholson,Andrew Wiggins,CC,Nicholson (ORL) makes contact with Wiggins' (MIN) body and affects his drive to the basket and layup attempt.,http://official.nba.com/last-two-minute-report/?gameNo=0021500166&eventNum=613,20151118MINORL,20151118MINORL-12,MIN,ORL,20151118,Derrick Collins,Monty McCutchen,Eli Roe,101,104,L2M-MIN-ORL-11-18-15.pdf,http://www.basketball-reference.com/boxscores/201511180ORL.html,MIN,ORL
Q5,02:39.0,159,Foul: Shooting,Tobias Harris,Andrew Wiggins,CNC,Harris (ORL) makes incidental contact with Wiggins (MIN) that does not affect his shot attempt.,http://official.nba.com/last-two-minute-report/?gameNo=0021500166&eventNum=1347,20151118MINORL,20151118MINORL-13,MIN,ORL,20151118,Derrick Collins,Monty McCutchen,Eli Roe,101,104,L2M-MIN-ORL-11-18-15.pdf,http://www.basketball-reference.com/boxscores/201511180ORL.html,MIN,ORL
Q5,01:35.0,95,Foul: Personal,Jason Smith,Karl-Anthony Towns,CNC,Smith (ORL) maintains legal guarding position as he absorbs the contact from Towns (MIN).,http://official.nba.com/last-two-minute-report/?gameNo=0021500166&eventNum=1348,20151118MINORL,20151118MINORL-14,MIN,ORL,20151118,Derrick Collins,Monty McCutchen,Eli Roe,101,104,L2M-MIN-ORL-11-18-15.pdf,http://www.basketball-reference.com/boxscores/201511180ORL.html,MIN,ORL
Q5,01:13.0,73,Foul: Personal,Ricky Rubio,Evan Fournier,CNC,Rubio (MIN) maintains legal guarding position as he defends Fournier (ORL) on the perimeter.,http://official.nba.com/last-two-minute-report/?gameNo=0021500166&eventNum=1349,20151118MINORL,20151118MINORL-15,MIN,ORL,20151118,Derrick Collins,Monty McCutchen,Eli Roe,101,104,L2M-MIN-ORL-11-18-15.pdf,http://www.basketball-reference.com/boxscores/201511180ORL.html,ORL,MIN
Q5,01:09.0,69,Instant Replay: Support Ruling,,,CC,"After communicating with the Replay Center, the ruling on the court of a 3 point field goal by Fournier (ORL) was upheld.",http://official.nba.com/last-two-minute-report/?gameNo=0021500166&eventNum=633,20151118MINORL,20151118MINORL-16,MIN,ORL,20151118,Derrick Collins,Monty McCutchen,Eli Roe,101,104,L2M-MIN-ORL-11-18-15.pdf,http://www.basketball-reference.com/boxscores/201511180ORL.html,,
Q5,00:53.6,53.6,Foul: Offensive,Jason Smith,Ricky Rubio,CNC,Smith (ORL) sets the back screen on Rubio (MIN) and gives him room to avoid the contact.,http://official.nba.com/last-two-minute-report/?gameNo=0021500166&eventNum=1350,20151118MINORL,20151118MINORL-17,MIN,ORL,20151118,Derrick Collins,Monty McCutchen,Eli Roe,101,104,L2M-MIN-ORL-11-18-15.pdf,http://www.basketball-reference.com/boxscores/201511180ORL.html,MIN,ORL
Q5,00:48.9,48.9,Foul: Shooting,Ricky Rubio,Elfrid Payton,CC,Rubio (MIN) makes contact with Payton's (ORL) arm that affects his layup attempt.,http://official.nba.com/last-two-minute-report/?gameNo=0021500166&eventNum=639,20151118MINORL,20151118MINORL-18,MIN,ORL,20151118,Derrick Collins,Monty McCutchen,Eli Roe,101,104,L2M-MIN-ORL-11-18-15.pdf,http://www.basketball-reference.com/boxscores/201511180ORL.html,ORL,MIN
Q5,00:45.1,45.1,Foul: Shooting,Evan Fournier,Andrew Wiggins,CNC,Fournier (ORL) maintains legal guarding position and gets his hand on the ball as he defends Wiggins' (MIN) driving shot attempt.,http://official.nba.com/last-two-minute-report/?gameNo=0021500166&eventNum=1351,20151118MINORL,20151118MINORL-19,MIN,ORL,20151118,Derrick Collins,Monty McCutchen,Eli Roe,101,104,L2M-MIN-ORL-11-18-15.pdf,http://www.basketball-reference.com/boxscores/201511180ORL.html,MIN,ORL
Q5,00:40.6,40.6,Foul: Shooting,Jason Smith,Karl-Anthony Towns,CC,Smith (ORL) makes contact with Towns' (MIN) arm that affects his shot attempt.,http://official.nba.com/last-two-minute-report/?gameNo=0021500166&eventNum=651,20151118MINORL,20151118MINORL-20,MIN,ORL,20151118,Derrick Collins,Monty McCutchen,Eli Roe,101,104,L2M-MIN-ORL-11-18-15.pdf,http://www.basketball-reference.com/boxscores/201511180ORL.html,MIN,ORL
Q5,00:11.9,11.9,Foul: Personal,Tayshaun Prince,Jason Smith,CNC,Prince (MIN) and Smith (ORL) briefly engage and separate away from the ball.,http://official.nba.com/last-two-minute-report/?gameNo=0021500166&eventNum=1352,20151118MINORL,20151118MINORL-21,MIN,ORL,20151118,Derrick Collins,Monty McCutchen,Eli Roe,101,104,L2M-MIN-ORL-11-18-15.pdf,http://www.basketball-reference.com/boxscores/201511180ORL.html,ORL,MIN
