period,time,seconds_left,call_type,committing_player,disadvantaged_player,review_decision,comment,video,game_id,play_id,away,home,date,ref_1,ref_2,ref_3,ref_4,score_away,score_home,original_pdf,box_score_url,disadvantaged_team,committing_team
Q4,01:49.0,109,Foul: Shooting,Tony Snell,Reggie Jackson,CNC,Snell's (CHI) contact is incidental and does not affect Jackson's (DET) shooting movement.,http://official.nba.com/last-two-minute-report/?gameNo=0021500025&eventNum=1353,20151030CHIDET,20151030CHIDET-0,CHI,DET,20151030,Bennie Adams,Marat Kogut,Ken Mauer,,94,98,L2M-CHI-DET-10-30-15.pdf,https://www.basketball-reference.com/boxscores/201510300DET.html,DET,CHI
Q4,01:02.0,62,Turnover: 24 Second Violation,,,CC,Correctly called 24-second violation on Detroit.,http://official.nba.com/last-two-minute-report/?gameNo=0021500025&eventNum=509,20151030CHIDET,20151030CHIDET-1,CHI,DET,20151030,Bennie Adams,Marat Kogut,Ken Mauer,,94,98,L2M-CHI-DET-10-30-15.pdf,https://www.basketball-reference.com/boxscores/201510300DET.html,,
Q4,00:38.0,38,Turnover: 24 Second Violation,,,CC,Correctly called 24-second violation on Chicago.,http://official.nba.com/last-two-minute-report/?gameNo=0021500025&eventNum=510,20151030CHIDET,20151030CHIDET-2,CHI,DET,20151030,Bennie Adams,Marat Kogut,Ken Mauer,,94,98,L2M-CHI-DET-10-30-15.pdf,https://www.basketball-reference.com/boxscores/201510300DET.html,,
Q4,00:25.0,25,Foul: Loose Ball,Joakim Noah,Andre Drummond,CNC,Noah (CHI) makes incidental contact with Drummond (DET) that does not affect his ability to go for the rebound.,http://official.nba.com/last-two-minute-report/?gameNo=0021500025&eventNum=1354,20151030CHIDET,20151030CHIDET-3,CHI,DET,20151030,Bennie Adams,Marat Kogut,Ken Mauer,,94,98,L2M-CHI-DET-10-30-15.pdf,https://www.basketball-reference.com/boxscores/201510300DET.html,DET,CHI
Q5,03:24.0,204,Foul: Shooting,Reggie Jackson,Jimmy Butler,CC,Jackson (DET) does not beat Butler (CHI) to the spot (point of contact) before he starts his upward shooting motion.,http://official.nba.com/last-two-minute-report/?gameNo=0021500025&eventNum=530,20151030CHIDET,20151030CHIDET-4,CHI,DET,20151030,Bennie Adams,Marat Kogut,Ken Mauer,,94,98,L2M-CHI-DET-10-30-15.pdf,https://www.basketball-reference.com/boxscores/201510300DET.html,CHI,DET
Q5,02:50.0,170,Foul: Shooting,Andre Drummond,Pau Gasol,CNC,Drummond (DET) is in a legal guarding position on the shot attempt by Gasol (CHI).,http://official.nba.com/last-two-minute-report/?gameNo=0021500025&eventNum=1355,20151030CHIDET,20151030CHIDET-5,CHI,DET,20151030,Bennie Adams,Marat Kogut,Ken Mauer,,94,98,L2M-CHI-DET-10-30-15.pdf,https://www.basketball-reference.com/boxscores/201510300DET.html,CHI,DET
Q5,02:46.0,166,Foul: Shooting,Reggie Jackson,Nikola Mirotic,CC,Jackson (DET) reaches in and makes contact with Mirotic's (CHI) face on the play to the basket.,http://official.nba.com/last-two-minute-report/?gameNo=0021500025&eventNum=539,20151030CHIDET,20151030CHIDET-6,CHI,DET,20151030,Bennie Adams,Marat Kogut,Ken Mauer,,94,98,L2M-CHI-DET-10-30-15.pdf,https://www.basketball-reference.com/boxscores/201510300DET.html,CHI,DET
Q5,02:33.0,153,Foul: Shooting,Pau Gasol,Andre Drummond,CC,Gasol (CHI) makes contact with Drummond's (DET) arm and the contact affects his shot attempt.,http://official.nba.com/last-two-minute-report/?gameNo=0021500025&eventNum=548,20151030CHIDET,20151030CHIDET-7,CHI,DET,20151030,Bennie Adams,Marat Kogut,Ken Mauer,,94,98,L2M-CHI-DET-10-30-15.pdf,https://www.basketball-reference.com/boxscores/201510300DET.html,DET,CHI
Q5,01:59.0,119,Foul: Shooting,Kentavious Caldwell-Pope,Jimmy Butler,CNC,Caldwell-Pope (DET) is in a legal guarding position on the drive to the basket by Butler (CHI).,http://official.nba.com/last-two-minute-report/?gameNo=0021500025&eventNum=1356,20151030CHIDET,20151030CHIDET-8,CHI,DET,20151030,Bennie Adams,Marat Kogut,Ken Mauer,,94,98,L2M-CHI-DET-10-30-15.pdf,https://www.basketball-reference.com/boxscores/201510300DET.html,CHI,DET
Q5,00:43.7,43.7,Foul: Shooting,Pau Gasol,Andre Drummond,CC,Gasol (CHI) makes contact with Drummond's (DET) body and the contact affects his shot attempt.,http://official.nba.com/last-two-minute-report/?gameNo=0021500025&eventNum=569,20151030CHIDET,20151030CHIDET-9,CHI,DET,20151030,Bennie Adams,Marat Kogut,Ken Mauer,,94,98,L2M-CHI-DET-10-30-15.pdf,https://www.basketball-reference.com/boxscores/201510300DET.html,DET,CHI
Q5,00:35.0,35,Foul: Personal,Jimmy Butler,Reggie Jackson,CC,Butler (CHI) commits a take foul on Jackson (DET).,http://official.nba.com/last-two-minute-report/?gameNo=0021500025&eventNum=580,20151030CHIDET,20151030CHIDET-10,CHI,DET,20151030,Bennie Adams,Marat Kogut,Ken Mauer,,94,98,L2M-CHI-DET-10-30-15.pdf,https://www.basketball-reference.com/boxscores/201510300DET.html,DET,CHI
Q5,00:23.7,23.7,Foul: Personal Take,Pau Gasol,Reggie Jackson,CC,Gasol (CHI) commits a take foul on Jackson (DET).,http://official.nba.com/last-two-minute-report/?gameNo=0021500025&eventNum=588,20151030CHIDET,20151030CHIDET-11,CHI,DET,20151030,Bennie Adams,Marat Kogut,Ken Mauer,,94,98,L2M-CHI-DET-10-30-15.pdf,https://www.basketball-reference.com/boxscores/201510300DET.html,DET,CHI
Q5,00:11.9,11.9,Foul: Shooting,Andre Drummond,Pau Gasol,CNC,Drummond's (DET) contact is incidental and does not affect Gasol's (CHI) shooting movement.,http://official.nba.com/last-two-minute-report/?gameNo=0021500025&eventNum=1357,20151030CHIDET,20151030CHIDET-12,CHI,DET,20151030,Bennie Adams,Marat Kogut,Ken Mauer,,94,98,L2M-CHI-DET-10-30-15.pdf,https://www.basketball-reference.com/boxscores/201510300DET.html,CHI,DET
Q5,00:09.9,9.9,Foul: Personal Take,Doug McDermott,Marcus Morris,CC,McDermott (CHI) commits a take foul on Morris (DET).,http://official.nba.com/last-two-minute-report/?gameNo=0021500025&eventNum=594,20151030CHIDET,20151030CHIDET-13,CHI,DET,20151030,Bennie Adams,Marat Kogut,Ken Mauer,,94,98,L2M-CHI-DET-10-30-15.pdf,https://www.basketball-reference.com/boxscores/201510300DET.html,DET,CHI
Q5,00:06.3,6.3,Foul: Personal,Marcus Morris,Nikola Mirotic,IC,"Morris (DET) does not push Mirotic (CHI), the contact is incidental.",http://official.nba.com/last-two-minute-report/?gameNo=0021500025&eventNum=608,20151030CHIDET,20151030CHIDET-14,CHI,DET,20151030,Bennie Adams,Marat Kogut,Ken Mauer,,94,98,L2M-CHI-DET-10-30-15.pdf,https://www.basketball-reference.com/boxscores/201510300DET.html,CHI,DET
