period,time,seconds_left,call_type,committing_player,disadvantaged_player,review_decision,comment,video,game_id,play_id,away,home,date,ref_1,ref_2,ref_3,ref_4,score_away,score_home,original_pdf,box_score_url,disadvantaged_team,committing_team
Q4,01:57.0,117,Foul: Personal,Taj Gibson,Tyreke Evans,CNC,Gibson (MIN) makes incidental contact with Evans (MEM) that does not affect his SQBR. 01:51.1 01:51.1,http://official.nba.com/last-two-minute-report/?gameNo=0021700345&eventNum=1013,20171204MINMEM,20171204MINMEM-0,MIN,MEM,20171204,Curtis Blair,Mike Callahan,Gary Zielinski,,92,95,L2M-MIN-MEM-12-04-2017.pdf,https://www.basketball-reference.com/boxscores/201712040MEM.html,MEM,MIN
Q4,01:37.0,97,Foul: Personal,Andrew Harrison,Jimmy Butler,CC,Harrison (MEM) dislodges Butler (MIN) from his legally obtained screening position. 01:37.1 01:37.1,http://official.nba.com/last-two-minute-report/?gameNo=0021700345&eventNum=558,20171204MINMEM,20171204MINMEM-1,MIN,MEM,20171204,Curtis Blair,Mike Callahan,Gary Zielinski,,92,95,L2M-MIN-MEM-12-04-2017.pdf,https://www.basketball-reference.com/boxscores/201712040MEM.html,MIN,MEM
Q4,01:31.0,91,Foul: Personal,Taj Gibson,Marc Gasol,CNC,Gibson (MIN) makes contact with Gasol (MEM) but does not affect his ability to receive the pass. 01:30.1 01:30.1,http://official.nba.com/last-two-minute-report/?gameNo=0021700345&eventNum=1014,20171204MINMEM,20171204MINMEM-2,MIN,MEM,20171204,Curtis Blair,Mike Callahan,Gary Zielinski,,92,95,L2M-MIN-MEM-12-04-2017.pdf,https://www.basketball-reference.com/boxscores/201712040MEM.html,MEM,MIN
Q4,01:23.0,83,Foul: Offensive,Taj Gibson,Andrew Harrison,CNC,Gibson (MIN) sets the screen on Harrison (MEM) and gives him room to avoid the contact.,http://official.nba.com/last-two-minute-report/?gameNo=0021700345&eventNum=1015,20171204MINMEM,20171204MINMEM-3,MIN,MEM,20171204,Curtis Blair,Mike Callahan,Gary Zielinski,,92,95,L2M-MIN-MEM-12-04-2017.pdf,https://www.basketball-reference.com/boxscores/201712040MEM.html,MEM,MIN
Q4,01:20.0,80,Foul: Shooting,Marc Gasol,Jimmy Butler,CNC,Gasol (MEM) maintains legal guarding position and makes incidental contact with Butler (MIN) that does not affect his shot attempt. 01:16.1 01:16.1,http://official.nba.com/last-two-minute-report/?gameNo=0021700345&eventNum=1016,20171204MINMEM,20171204MINMEM-4,MIN,MEM,20171204,Curtis Blair,Mike Callahan,Gary Zielinski,,92,95,L2M-MIN-MEM-12-04-2017.pdf,https://www.basketball-reference.com/boxscores/201712040MEM.html,MIN,MEM
Q4,01:05.0,65,Foul: Personal,Jeff Teague,Andrew Harrison,CNC,Teague (MIN) makes marginal contact with Harrison (MEM) that does not affect his SQBR. 00:58.5 00:58.5,http://official.nba.com/last-two-minute-report/?gameNo=0021700345&eventNum=1017,20171204MINMEM,20171204MINMEM-5,MIN,MEM,20171204,Curtis Blair,Mike Callahan,Gary Zielinski,,92,95,L2M-MIN-MEM-12-04-2017.pdf,https://www.basketball-reference.com/boxscores/201712040MEM.html,MEM,MIN
Q4,00:53.7,53.7,Foul: Personal,Dillon Brooks,Karl-Anthony Towns,CNC,Brooks (MEM) and Towns (MIN) engage and separate off ball.,http://official.nba.com/last-two-minute-report/?gameNo=0021700345&eventNum=1018,20171204MINMEM,20171204MINMEM-6,MIN,MEM,20171204,Curtis Blair,Mike Callahan,Gary Zielinski,,92,95,L2M-MIN-MEM-12-04-2017.pdf,https://www.basketball-reference.com/boxscores/201712040MEM.html,MIN,MEM
Q4,00:48.0,48,Turnover: Traveling,Karl-Anthony Towns,,,[Observable in enhanced video] Towns (MIN) moves his pivot foot heel to toe to create distance.,http://official.nba.com/last-two-minute-report/?gameNo=0021700345&eventNum=1019,20171204MINMEM,20171204MINMEM-7,MIN,MEM,20171204,Curtis Blair,Mike Callahan,Gary Zielinski,,92,95,L2M-MIN-MEM-12-04-2017.pdf,https://www.basketball-reference.com/boxscores/201712040MEM.html,MEM,MIN
Q4,00:43.5,43.5,Foul: Shooting,Dillon Brooks,Karl-Anthony Towns,CNC,Brooks (MEM) allows Towns (MIN) to land following the jump shot attempt.,http://official.nba.com/last-two-minute-report/?gameNo=0021700345&eventNum=1020,20171204MINMEM,20171204MINMEM-8,MIN,MEM,20171204,Curtis Blair,Mike Callahan,Gary Zielinski,,92,95,L2M-MIN-MEM-12-04-2017.pdf,https://www.basketball-reference.com/boxscores/201712040MEM.html,MIN,MEM
Q4,00:35.9,35.9,Foul: Personal,Andrew Harrison,Jimmy Butler,CNC,Harrison (MEM) makes contact with Butler (MIN) but does not affect his ability to receive the pass.,http://official.nba.com/last-two-minute-report/?gameNo=0021700345&eventNum=1021,20171204MINMEM,20171204MINMEM-9,MIN,MEM,20171204,Curtis Blair,Mike Callahan,Gary Zielinski,,92,95,L2M-MIN-MEM-12-04-2017.pdf,https://www.basketball-reference.com/boxscores/201712040MEM.html,MIN,MEM
