period,time,seconds_left,call_type,committing_player,disadvantaged_player,review_decision,comment,video,game_id,play_id,away,home,date,ref_1,ref_2,ref_3,ref_4,score_away,score_home,original_pdf,box_score_url,disadvantaged_team,committing_team
Q4,01:49.0,109,Turnover: Double Dribble,Stephen Curry,,CNC,RHH shows that Curry (GSW) does not place two hands on the ball and continue his dribble. 01:41.1 01:41.1,http://official.nba.com/last-two-minute-report/?gameNo=0041700401&eventNum=1365,20180531CLEGSW,20180531CLEGSW-0,CLE,GSW,20180531,Ken Mauer,Tony Brothers,Ed Malloy,,114,124,L2M-CLE-GSW-05-31-2018.pdf,https://www.basketball-reference.com/boxscores/201805310GSW.html,CLE,GSW
Q4,01:31.0,91,Foul: Personal,Stephen Curry,LeBron James,CNC,Curry (GSW) makes marginal contact with James (CLE) that does not affect his SQBR.,http://official.nba.com/last-two-minute-report/?gameNo=0041700401&eventNum=1366,20180531CLEGSW,20180531CLEGSW-1,CLE,GSW,20180531,Ken Mauer,Tony Brothers,Ed Malloy,,114,124,L2M-CLE-GSW-05-31-2018.pdf,https://www.basketball-reference.com/boxscores/201805310GSW.html,CLE,GSW
Q4,01:28.0,88,Foul: Loose Ball,LeBron James,Stephen Curry,CNC,James (CLE) and Curry (GSW) briefly engage during rebounding. 01:23.1 01:23.1,http://official.nba.com/last-two-minute-report/?gameNo=0041700401&eventNum=1367,20180531CLEGSW,20180531CLEGSW-2,CLE,GSW,20180531,Ken Mauer,Tony Brothers,Ed Malloy,,114,124,L2M-CLE-GSW-05-31-2018.pdf,https://www.basketball-reference.com/boxscores/201805310GSW.html,GSW,CLE
Q4,01:12.0,72,Foul: Offensive,Kevin Durant,Kevin Love,CNC,Durant (GSW) makes marginal contact with Love (CLE) prior to his jump shot attempt. 01:08.1 01:08.1,http://official.nba.com/last-two-minute-report/?gameNo=0041700401&eventNum=1368,20180531CLEGSW,20180531CLEGSW-3,CLE,GSW,20180531,Ken Mauer,Tony Brothers,Ed Malloy,,114,124,L2M-CLE-GSW-05-31-2018.pdf,https://www.basketball-reference.com/boxscores/201805310GSW.html,CLE,GSW
Q4,00:50.8,50.8,Foul: Shooting,Kevon Looney,LeBron James,CC,LATR shows that Looney (GSW) jumps from point A to point B and makes contact to James' (CLE) body that affects his play at the basket. 00:50.9 00:50.9,http://official.nba.com/last-two-minute-report/?gameNo=0041700401&eventNum=567,20180531CLEGSW,20180531CLEGSW-4,CLE,GSW,20180531,Ken Mauer,Tony Brothers,Ed Malloy,,114,124,L2M-CLE-GSW-05-31-2018.pdf,https://www.basketball-reference.com/boxscores/201805310GSW.html,CLE,GSW
Q4,00:36.4,36.4,Foul: Shooting,LeBron James,Kevin Durant,CC,"The crew was not reasonably certain whether James (CLE) was in the restricted area after an offensive foul was called against Durant (GSW). Upon replay review, it was confirmed that James was outside the restricted area. The referees also reviewed whether James was in a legal guarding position, which is an additional reviewable matter for this replay trigger. Replay showed James was not in a legal guarding position because he was turning his body and moving into Durant when contact occurred. Thus the initial call on the floor was overturned and James was assessed a blocking foul. 00:36.5",http://official.nba.com/last-two-minute-report/?gameNo=0041700401&eventNum=575,20180531CLEGSW,20180531CLEGSW-5,CLE,GSW,20180531,Ken Mauer,Tony Brothers,Ed Malloy,,114,124,L2M-CLE-GSW-05-31-2018.pdf,https://www.basketball-reference.com/boxscores/201805310GSW.html,GSW,CLE
Q4,00:34.0,34,Foul: Shooting,Draymond Green,LeBron James,CNC,Green (GSW) legally contests James' (CLE) driving shot attempt.,http://official.nba.com/last-two-minute-report/?gameNo=0041700401&eventNum=1369,20180531CLEGSW,20180531CLEGSW-6,CLE,GSW,20180531,Ken Mauer,Tony Brothers,Ed Malloy,,114,124,L2M-CLE-GSW-05-31-2018.pdf,https://www.basketball-reference.com/boxscores/201805310GSW.html,CLE,GSW
Q4,00:34.0,34,Foul: Offensive,LeBron James,Draymond Green,CNC,James (CLE) makes incidental contact with Green (GSW) during his driving shot attempt. 00:32.2 00:32.2,http://official.nba.com/last-two-minute-report/?gameNo=0041700401&eventNum=1369,20180531CLEGSW,20180531CLEGSW-7,CLE,GSW,20180531,Ken Mauer,Tony Brothers,Ed Malloy,,114,124,L2M-CLE-GSW-05-31-2018.pdf,https://www.basketball-reference.com/boxscores/201805310GSW.html,GSW,CLE
Q4,00:23.5,23.5,Foul: Shooting,Kevin Love,Stephen Curry,CC,Love (CLE) makes contact to Curry's (GSW) head that affects his driving shot attempt. Period 00:23.6 00:23.6,http://official.nba.com/last-two-minute-report/?gameNo=0041700401&eventNum=592,20180531CLEGSW,20180531CLEGSW-8,CLE,GSW,20180531,Ken Mauer,Tony Brothers,Ed Malloy,,114,124,L2M-CLE-GSW-05-31-2018.pdf,https://www.basketball-reference.com/boxscores/201805310GSW.html,GSW,CLE
Q4,00:12.3,12.3,Foul: Personal,Stephen Curry,LeBron James,CNC,Curry (GSW) makes marginal contact with James (CLE) that does not affect his FOM.,http://official.nba.com/last-two-minute-report/?gameNo=0041700401&eventNum=1370,20180531CLEGSW,20180531CLEGSW-9,CLE,GSW,20180531,Ken Mauer,Tony Brothers,Ed Malloy,,114,124,L2M-CLE-GSW-05-31-2018.pdf,https://www.basketball-reference.com/boxscores/201805310GSW.html,CLE,GSW
Q4,00:12.1,12.1,Foul: Personal,Draymond Green,LeBron James,INC,RATR shows that Green (GSW) grabs James' (CLE) arm and affects his FOM.,http://official.nba.com/last-two-minute-report/?gameNo=0041700401&eventNum=1371,20180531CLEGSW,20180531CLEGSW-10,CLE,GSW,20180531,Ken Mauer,Tony Brothers,Ed Malloy,,114,124,L2M-CLE-GSW-05-31-2018.pdf,https://www.basketball-reference.com/boxscores/201805310GSW.html,CLE,GSW
Q4,00:04.7,4.7,Foul: Personal,Klay Thompson,George Hill,CC,"Thompson (GSW) reaches across Hill's (CLE) body and grabs him, affecting his ability to receive the pass.",http://official.nba.com/last-two-minute-report/?gameNo=0041700401&eventNum=595,20180531CLEGSW,20180531CLEGSW-11,CLE,GSW,20180531,Ken Mauer,Tony Brothers,Ed Malloy,,114,124,L2M-CLE-GSW-05-31-2018.pdf,https://www.basketball-reference.com/boxscores/201805310GSW.html,CLE,GSW
Q4,00:04.7,4.7,Turnover: Lane Violation,Draymond Green,,,[Incidental or immaterial] Green (GSW) steps into the lane prior to the release of the free throw attempt.,http://official.nba.com/last-two-minute-report/?gameNo=0041700401&eventNum=1372,20180531CLEGSW,20180531CLEGSW-12,CLE,GSW,20180531,Ken Mauer,Tony Brothers,Ed Malloy,,114,124,L2M-CLE-GSW-05-31-2018.pdf,https://www.basketball-reference.com/boxscores/201805310GSW.html,CLE,GSW
Q4,00:04.7,4.7,Foul: Loose Ball,JR Smith,Kevin Durant,CNC,"Smith (CLE) makes incidental contact with Durant (GSW) that does not affect his ability to retrieve the rebound.",http://official.nba.com/last-two-minute-report/?gameNo=0041700401&eventNum=1372,20180531CLEGSW,20180531CLEGSW-13,CLE,GSW,20180531,Ken Mauer,Tony Brothers,Ed Malloy,,114,124,L2M-CLE-GSW-05-31-2018.pdf,https://www.basketball-reference.com/boxscores/201805310GSW.html,GSW,CLE
