period,time,seconds_left,call_type,committing_player,disadvantaged_player,review_decision,comment,video,game_id,play_id,away,home,date,ref_1,ref_2,ref_3,ref_4,score_away,score_home,original_pdf,box_score_url,disadvantaged_team,committing_team
Q4,01:31.0,91,Foul: Offensive,CJ McCollum,Jordan Clarkson,CNC,McCollum (POR) sets the screen on Clarkson (LAL) and gives him room to avoid the contact.,http://official.nba.com/last-two-minute-report/?gameNo=0021600689&eventNum=1128,20170125LALPOR,20170125LALPOR-0,LAL,POR,20170125,Courtney Kirkland,Monty McCutchen,Brett Nansel,,98,105,L2M-LAL-POR-01-25-17.pdf,https://www.basketball-reference.com/boxscores/201701250POR.html,LAL,POR
Q4,01:29.0,89,Foul: Shooting,Nick Young,Damian Lillard,CNC,Young (LAL) maintains legal guarding position and makes incidental contact with Lillard (POR) that does not affect his drive to the basket and shot attempt.,http://official.nba.com/last-two-minute-report/?gameNo=0021600689&eventNum=1129,20170125LALPOR,20170125LALPOR-1,LAL,POR,20170125,Courtney Kirkland,Monty McCutchen,Brett Nansel,,98,105,L2M-LAL-POR-01-25-17.pdf,https://www.basketball-reference.com/boxscores/201701250POR.html,POR,LAL
Q4,01:28.0,88,Foul: Loose Ball,Nick Young,Mason Plumlee,CNC,Young (LAL) makes incidental contact with Plumlee (POR) during rebounding.,http://official.nba.com/last-two-minute-report/?gameNo=0021600689&eventNum=1130,20170125LALPOR,20170125LALPOR-2,LAL,POR,20170125,Courtney Kirkland,Monty McCutchen,Brett Nansel,,98,105,L2M-LAL-POR-01-25-17.pdf,https://www.basketball-reference.com/boxscores/201701250POR.html,POR,LAL
Q4,01:06.0,66,Foul: Personal,Lou Williams,Evan Turner,CNC,Williams (LAL) maintains legal guarding position on Turner (POR) in the post.,http://official.nba.com/last-two-minute-report/?gameNo=0021600689&eventNum=1131,20170125LALPOR,20170125LALPOR-3,LAL,POR,20170125,Courtney Kirkland,Monty McCutchen,Brett Nansel,,98,105,L2M-LAL-POR-01-25-17.pdf,https://www.basketball-reference.com/boxscores/201701250POR.html,POR,LAL
Q4,01:01.0,61,Foul: Personal,Lou Williams,Evan Turner,CC,Williams (LAL) makes contact with Turner's (POR) arm that affects his ability control the pass.,http://official.nba.com/last-two-minute-report/?gameNo=0021600689&eventNum=507,20170125LALPOR,20170125LALPOR-4,LAL,POR,20170125,Courtney Kirkland,Monty McCutchen,Brett Nansel,,98,105,L2M-LAL-POR-01-25-17.pdf,https://www.basketball-reference.com/boxscores/201701250POR.html,POR,LAL
Q4,00:51.4,51.4,Foul: Personal,Jordan Clarkson,Damian Lillard,CNC,Clarkson (LAL) maintains legal guarding position on Lillard (POR) on the perimeter.,http://official.nba.com/last-two-minute-report/?gameNo=0021600689&eventNum=1132,20170125LALPOR,20170125LALPOR-5,LAL,POR,20170125,Courtney Kirkland,Monty McCutchen,Brett Nansel,,98,105,L2M-LAL-POR-01-25-17.pdf,https://www.basketball-reference.com/boxscores/201701250POR.html,POR,LAL
Q4,00:50.7,50.7,Turnover: 3 Second Violation,Mason Plumlee,,,[Observable in enhanced video] Plumlee (POR) never fully clears the lane and is in the paint for longer than three seconds.,http://official.nba.com/last-two-minute-report/?gameNo=0021600689&eventNum=1132,20170125LALPOR,20170125LALPOR-6,LAL,POR,20170125,Courtney Kirkland,Monty McCutchen,Brett Nansel,,98,105,L2M-LAL-POR-01-25-17.pdf,https://www.basketball-reference.com/boxscores/201701250POR.html,LAL,POR
Q4,00:43.9,43.9,Foul: Offensive,Ivica Zubac,Damian Lillard,CNC,Zubac (LAL) sets the screen on Lillard (POR) and gives him room to avoid the contact.,http://official.nba.com/last-two-minute-report/?gameNo=0021600689&eventNum=1133,20170125LALPOR,20170125LALPOR-7,LAL,POR,20170125,Courtney Kirkland,Monty McCutchen,Brett Nansel,,98,105,L2M-LAL-POR-01-25-17.pdf,https://www.basketball-reference.com/boxscores/201701250POR.html,POR,LAL
Q4,00:42.1,42.1,Foul: Shooting,Mason Plumlee,Jordan Clarkson,CNC,Plumlee (POR) maintains legal guarding position and makes incidental contact with Clarkson (LAL) that does not affect his drive to the basket and shot attempt.,http://official.nba.com/last-two-minute-report/?gameNo=0021600689&eventNum=1134,20170125LALPOR,20170125LALPOR-8,LAL,POR,20170125,Courtney Kirkland,Monty McCutchen,Brett Nansel,,98,105,L2M-LAL-POR-01-25-17.pdf,https://www.basketball-reference.com/boxscores/201701250POR.html,LAL,POR
Q4,00:32.5,32.5,Foul: Personal,Nick Young,CJ McCollum,CNC,Young (LAL) makes incidental contact with McCollum (POR) that does not affect his SQBR.,http://official.nba.com/last-two-minute-report/?gameNo=0021600689&eventNum=1135,20170125LALPOR,20170125LALPOR-9,LAL,POR,20170125,Courtney Kirkland,Monty McCutchen,Brett Nansel,,98,105,L2M-LAL-POR-01-25-17.pdf,https://www.basketball-reference.com/boxscores/201701250POR.html,POR,LAL
Q4,00:15.6,15.6,Foul: Shooting,Al-Farouq Aminu,Luol Deng,CNC,"Aminu (POR) legally contests Deng's (LAL) jump shot attempt. Any ""high-five"" contact after the release is considered incidental.",http://official.nba.com/last-two-minute-report/?gameNo=0021600689&eventNum=1138,20170125LALPOR,20170125LALPOR-10,LAL,POR,20170125,Courtney Kirkland,Monty McCutchen,Brett Nansel,,98,105,L2M-LAL-POR-01-25-17.pdf,https://www.basketball-reference.com/boxscores/201701250POR.html,LAL,POR
