period,time,seconds_left,call_type,committing_player,disadvantaged_player,review_decision,comment,video,game_id,play_id,away,home,date,ref_1,ref_2,ref_3,ref_4,score_away,score_home,original_pdf,box_score_url,disadvantaged_team,committing_team
Q4,01:39.0,99,Foul: Offensive,Cody Zeller,Carmelo Anthony,CNC,Zeller (CHA) sets the screen on Anthony (NYK) and gives him room to avoid the contact.,http://official.nba.com/last-two-minute-report/?gameNo=0021500113&eventNum=1287,20151111NYKCHA,20151111NYKCHA-0,NYK,CHA,20151111,Brent Barnaky,Ron Garretson,David Jones,,93,95,L2M-NYK-CHA-11-11-15.pdf,https://www.basketball-reference.com/boxscores/201511110CHO.html,NYK,CHA
Q4,01:31.0,91,Foul: Personal,Robin Lopez,Jeremy Lin,CNC,Lopez (NYK) makes contact with the ball as he reaches in for the steal.,http://official.nba.com/last-two-minute-report/?gameNo=0021500113&eventNum=1288,20151111NYKCHA,20151111NYKCHA-1,NYK,CHA,20151111,Brent Barnaky,Ron Garretson,David Jones,,93,95,L2M-NYK-CHA-11-11-15.pdf,https://www.basketball-reference.com/boxscores/201511110CHO.html,CHA,NYK
Q4,01:29.0,89,Foul: Shooting,Jose Calderon,Jeremy Lin,CNC,Calderon (NYK) maintains a vertical position while contesting Lin's (CHA) shot.,http://official.nba.com/last-two-minute-report/?gameNo=0021500113&eventNum=1289,20151111NYKCHA,20151111NYKCHA-2,NYK,CHA,20151111,Brent Barnaky,Ron Garretson,David Jones,,93,95,L2M-NYK-CHA-11-11-15.pdf,https://www.basketball-reference.com/boxscores/201511110CHO.html,CHA,NYK
Q4,01:27.0,87,Instant Replay: Support Ruling,,,CC,"After communicating with the Replay Center, the ruling on the court that Lin's (CHA) made shot was released before the shot clock expired was upheld.",http://official.nba.com/last-two-minute-report/?gameNo=0021500113&eventNum=472,20151111NYKCHA,20151111NYKCHA-3,NYK,CHA,20151111,Brent Barnaky,Ron Garretson,David Jones,,93,95,L2M-NYK-CHA-11-11-15.pdf,https://www.basketball-reference.com/boxscores/201511110CHO.html,,
Q4,00:44.5,44.5,Foul: Personal,Jeremy Lin,Jose Calderon,CC,Lin (CHA) affects Calderon's (NYK) RSBQ at the start of the drive.,http://official.nba.com/last-two-minute-report/?gameNo=0021500113&eventNum=479,20151111NYKCHA,20151111NYKCHA-4,NYK,CHA,20151111,Brent Barnaky,Ron Garretson,David Jones,,93,95,L2M-NYK-CHA-11-11-15.pdf,https://www.basketball-reference.com/boxscores/201511110CHO.html,NYK,CHA
Q4,00:28.5,28.5,Foul: Personal,Lance Thomas,Cody Zeller,CC,Thomas (NYK) runs through Zeller (CHA) as he attempts to set a hand-off screen.,http://official.nba.com/last-two-minute-report/?gameNo=0021500113&eventNum=487,20151111NYKCHA,20151111NYKCHA-5,NYK,CHA,20151111,Brent Barnaky,Ron Garretson,David Jones,,93,95,L2M-NYK-CHA-11-11-15.pdf,https://www.basketball-reference.com/boxscores/201511110CHO.html,CHA,NYK
Q4,00:28.5,28.5,Foul: Loose Ball,Carmelo Anthony,Marvin Williams,INC,"Anthony (NYK) faces up and holds Williams (CHA), affecting his ability to secure the rebound.",http://official.nba.com/last-two-minute-report/?gameNo=0021500113&eventNum=1286,20151111NYKCHA,20151111NYKCHA-6,NYK,CHA,20151111,Brent Barnaky,Ron Garretson,David Jones,,93,95,L2M-NYK-CHA-11-11-15.pdf,https://www.basketball-reference.com/boxscores/201511110CHO.html,CHA,NYK
Q4,00:07.7,7.7,Foul: Personal,Marvin Williams,Carmelo Anthony,CNC,Williams (CHA) maintains legal guarding position as he defends Anthony (NYK) on the perimeter.,http://official.nba.com/last-two-minute-report/?gameNo=0021500113&eventNum=1290,20151111NYKCHA,20151111NYKCHA-7,NYK,CHA,20151111,Brent Barnaky,Ron Garretson,David Jones,,93,95,L2M-NYK-CHA-11-11-15.pdf,https://www.basketball-reference.com/boxscores/201511110CHO.html,NYK,CHA
Q4,00:06.4,6.4,Foul: Offensive,Carmelo Anthony,Marvin Williams,CNC,Anthony (NYK) does not push off from Williams (CHA) as he creates space for the jump shot.,http://official.nba.com/last-two-minute-report/?gameNo=0021500113&eventNum=1291,20151111NYKCHA,20151111NYKCHA-8,NYK,CHA,20151111,Brent Barnaky,Ron Garretson,David Jones,,93,95,L2M-NYK-CHA-11-11-15.pdf,https://www.basketball-reference.com/boxscores/201511110CHO.html,CHA,NYK
Q4,00:03.7,3.7,Instant Replay: Overturn Ruling,,,CC,"After communicating with the Replay Center to determine possession after the ball was knocked out of bounds, it was determined that a shot clock violation had occurred prior to the ball going out.",http://official.nba.com/last-two-minute-report/?gameNo=0021500113&eventNum=500,20151111NYKCHA,20151111NYKCHA-9,NYK,CHA,20151111,Brent Barnaky,Ron Garretson,David Jones,,93,95,L2M-NYK-CHA-11-11-15.pdf,https://www.basketball-reference.com/boxscores/201511110CHO.html,,
Q4,00:03.7,3.7,Turnover: 24 Second Violation,,,CC,A 24 Second Violation occurs prior to the ball going OOB.,http://official.nba.com/last-two-minute-report/?gameNo=0021500113&eventNum=501,20151111NYKCHA,20151111NYKCHA-10,NYK,CHA,20151111,Brent Barnaky,Ron Garretson,David Jones,,93,95,L2M-NYK-CHA-11-11-15.pdf,https://www.basketball-reference.com/boxscores/201511110CHO.html,,
Q4,00:03.7,3.7,Foul: Offensive,Marvin Williams,Lance Thomas,CNC,Williams (CHA) sets the screen on Thomas (NYK) and gives him room to avoid the contact.,http://official.nba.com/last-two-minute-report/?gameNo=0021500113&eventNum=1292,20151111NYKCHA,20151111NYKCHA-11,NYK,CHA,20151111,Brent Barnaky,Ron Garretson,David Jones,,93,95,L2M-NYK-CHA-11-11-15.pdf,https://www.basketball-reference.com/boxscores/201511110CHO.html,NYK,CHA
Q4,00:00.5,0.5,Foul: Offensive,Carmelo Anthony,Marvin Williams,INC,Anthony (NYK) grabs Williams' (CHA) arm and affects his ability to contest the jump shot.,http://official.nba.com/last-two-minute-report/?gameNo=0021500113&eventNum=1293,20151111NYKCHA,20151111NYKCHA-12,NYK,CHA,20151111,Brent Barnaky,Ron Garretson,David Jones,,93,95,L2M-NYK-CHA-11-11-15.pdf,https://www.basketball-reference.com/boxscores/201511110CHO.html,CHA,NYK
Q4,00:00.0,0,Instant Replay: Overturn Ruling,,,CC,"After communicating with the Replay Center, the ruling on the court that Porzingis' (NYK) jump shot was released prior to the clock expiring was overturned. NOTE: Due to technical issues, video of plays may be unavailable or not matched to the correct time code. We apologize for any inconvenience and will post an update after the issue is resolved.",http://official.nba.com/last-two-minute-report/?gameNo=0021500113&eventNum=518,20151111NYKCHA,20151111NYKCHA-13,NYK,CHA,20151111,Brent Barnaky,Ron Garretson,David Jones,,93,95,L2M-NYK-CHA-11-11-15.pdf,https://www.basketball-reference.com/boxscores/201511110CHO.html,,
