period,time,seconds_left,call_type,committing_player,disadvantaged_player,review_decision,comment,video,game_id,play_id,away,home,date,ref_1,ref_2,ref_3,ref_4,score_away,score_home,original_pdf,box_score_url,disadvantaged_team,committing_team
Q4,02:00.0,120,Foul: Shooting,Kyle Korver,Bradley Beal,CNC,Korver (CLE) makes incidental contact with Beal's (WAS) arm after his follow-through that does not affect the shot attempt.,http://official.nba.com/last-two-minute-report/?gameNo=0021600769&eventNum=1187,20170206CLEWAS,20170206CLEWAS-0,CLE,WAS,20170206,Tony Brothers,Justin Van Duyne,James Williams,,140,135,L2M-CLE-WAS-02-06-17.pdf,https://www.basketball-reference.com/boxscores/201702060WAS.html,WAS,CLE
Q4,01:39.0,99,Foul: Personal,Kyle Korver,Bradley Beal,CNC,Korver (CLE) and Beal (WAS) briefly engage and separate off ball.,http://official.nba.com/last-two-minute-report/?gameNo=0021600769&eventNum=1188,20170206CLEWAS,20170206CLEWAS-1,CLE,WAS,20170206,Tony Brothers,Justin Van Duyne,James Williams,,140,135,L2M-CLE-WAS-02-06-17.pdf,https://www.basketball-reference.com/boxscores/201702060WAS.html,WAS,CLE
Q4,01:38.0,98,Foul: Offensive,Marcin Gortat,Kyle Korver,CNC,Gortat (WAS) sets the screen on Korver (CLE) and gives him room to avoid the contact. The contact following the screen is marginal.,http://official.nba.com/last-two-minute-report/?gameNo=0021600769&eventNum=1189,20170206CLEWAS,20170206CLEWAS-2,CLE,WAS,20170206,Tony Brothers,Justin Van Duyne,James Williams,,140,135,L2M-CLE-WAS-02-06-17.pdf,https://www.basketball-reference.com/boxscores/201702060WAS.html,CLE,WAS
Q4,01:32.0,92,Foul: Shooting,Tristan Thompson,Marcin Gortat,CC,Thompson (CLE) makes contact to the body of Gortat (WAS) that affects his shot attempt.,http://official.nba.com/last-two-minute-report/?gameNo=0021600769&eventNum=529,20170206CLEWAS,20170206CLEWAS-3,CLE,WAS,20170206,Tony Brothers,Justin Van Duyne,James Williams,,140,135,L2M-CLE-WAS-02-06-17.pdf,https://www.basketball-reference.com/boxscores/201702060WAS.html,WAS,CLE
Q4,01:14.0,74,Foul: Personal,Tristan Thompson,Markieff Morris,CNC,Thompson (CLE) makes marginal contact with Morris (WAS) that does not affect his FOM.,http://official.nba.com/last-two-minute-report/?gameNo=0021600769&eventNum=1190,20170206CLEWAS,20170206CLEWAS-4,CLE,WAS,20170206,Tony Brothers,Justin Van Duyne,James Williams,,140,135,L2M-CLE-WAS-02-06-17.pdf,https://www.basketball-reference.com/boxscores/201702060WAS.html,WAS,CLE
Q4,01:07.0,67,Foul: Personal,LeBron James,Otto Porter,CC,James (CLE) makes contact with Porter's (WAS) arm and affects his SQBR.,http://official.nba.com/last-two-minute-report/?gameNo=0021600769&eventNum=537,20170206CLEWAS,20170206CLEWAS-5,CLE,WAS,20170206,Tony Brothers,Justin Van Duyne,James Williams,,140,135,L2M-CLE-WAS-02-06-17.pdf,https://www.basketball-reference.com/boxscores/201702060WAS.html,WAS,CLE
Q4,00:51.4,51.4,Foul: Shooting,Marcin Gortat,LeBron James,INC,Gortat (WAS) makes contact with James' (CLE) arm that affects his driving shot attempt.,http://official.nba.com/last-two-minute-report/?gameNo=0021600769&eventNum=1191,20170206CLEWAS,20170206CLEWAS-6,CLE,WAS,20170206,Tony Brothers,Justin Van Duyne,James Williams,,140,135,L2M-CLE-WAS-02-06-17.pdf,https://www.basketball-reference.com/boxscores/201702060WAS.html,CLE,WAS
Q4,00:25.5,25.5,Foul: Loose Ball,Kevin Love,Marcin Gortat,CNC,Love (CLE) and Gortat (WAS) briefly engage and separate during rebounding.,http://official.nba.com/last-two-minute-report/?gameNo=0021600769&eventNum=1192,20170206CLEWAS,20170206CLEWAS-7,CLE,WAS,20170206,Tony Brothers,Justin Van Duyne,James Williams,,140,135,L2M-CLE-WAS-02-06-17.pdf,https://www.basketball-reference.com/boxscores/201702060WAS.html,WAS,CLE
Q4,00:25.5,25.5,Foul: Shooting,Bradley Beal,Tristan Thompson,CC,Beal (WAS) makes contact with Thompson's (CLE) arm that affects his shot attempt.,http://official.nba.com/last-two-minute-report/?gameNo=0021600769&eventNum=549,20170206CLEWAS,20170206CLEWAS-8,CLE,WAS,20170206,Tony Brothers,Justin Van Duyne,James Williams,,140,135,L2M-CLE-WAS-02-06-17.pdf,https://www.basketball-reference.com/boxscores/201702060WAS.html,CLE,WAS
Q4,00:15.6,15.6,Foul: Shooting,Kyrie Irving,John Wall,CNC,Irving (CLE) maintains legal guarding position and makes incidental contact with Wall (WAS) that does not affect his drive to the basket and shot attempt.,http://official.nba.com/last-two-minute-report/?gameNo=0021600769&eventNum=1193,20170206CLEWAS,20170206CLEWAS-9,CLE,WAS,20170206,Tony Brothers,Justin Van Duyne,James Williams,,140,135,L2M-CLE-WAS-02-06-17.pdf,https://www.basketball-reference.com/boxscores/201702060WAS.html,WAS,CLE
