period,time,seconds_left,call_type,committing_player,disadvantaged_player,review_decision,comment,video,game_id,play_id,away,home,date,ref_1,ref_2,ref_3,score_away,score_home,original_pdf,box_score_url,disadvantaged_team,committing_team
Q4,01:51.0,111,Foul: Offensive,Khem Birch,Tony Snell,CNC,Birch (ORL) sets the screen on Snell (MIL) and gives him room to avoid the contact. 01:49.1 01:49.1,http://official.nba.com/last-two-minute-report/?gameNo=0021700827&eventNum=1066,20180210MILORL,20180210MILORL-0,MIL,ORL,20180210,Ray Acosta,Mark Lindsay,Leroy Richardson,111,104,L2M-MIL-ORL-02-10-2018.pdf,https://www.basketball-reference.com/boxscores/201802100ORL.html,MIL,ORL
Q4,01:40.0,100,Foul: Offensive,Tyler Zeller,Evan Fournier,CNC,Zeller (MIL) sets the screen on Fournier (ORL) and gives him room to avoid the contact.,http://official.nba.com/last-two-minute-report/?gameNo=0021700827&eventNum=1067,20180210MILORL,20180210MILORL-1,MIL,ORL,20180210,Ray Acosta,Mark Lindsay,Leroy Richardson,111,104,L2M-MIL-ORL-02-10-2018.pdf,https://www.basketball-reference.com/boxscores/201802100ORL.html,ORL,MIL
Q4,01:39.0,99,Foul: Shooting,Evan Fournier,Khris Middleton,INC,Fournier (ORL) makes contact with Middleton (MIL) during his shooting motion that affects his shot attempt. 01:38.1 01:38.1,http://official.nba.com/last-two-minute-report/?gameNo=0021700827&eventNum=1068,20180210MILORL,20180210MILORL-2,MIL,ORL,20180210,Ray Acosta,Mark Lindsay,Leroy Richardson,111,104,L2M-MIL-ORL-02-10-2018.pdf,https://www.basketball-reference.com/boxscores/201802100ORL.html,MIL,ORL
Q4,01:25.0,85,Foul: Offensive,Khem Birch,Khris Middleton,CNC,Birch (ORL) sets the screen on Middleton (MIL) and gives him room to avoid the contact.,http://official.nba.com/last-two-minute-report/?gameNo=0021700827&eventNum=1069,20180210MILORL,20180210MILORL-3,MIL,ORL,20180210,Ray Acosta,Mark Lindsay,Leroy Richardson,111,104,L2M-MIL-ORL-02-10-2018.pdf,https://www.basketball-reference.com/boxscores/201802100ORL.html,MIL,ORL
Q4,01:21.0,81,Foul: Personal,Khris Middleton,Evan Fournier,CC,Middleton (MIL) makes contact to Fournier (ORL) that affects his SQBR. The contact occurs prior to the start of Fournier's upward shooting motion.,http://official.nba.com/last-two-minute-report/?gameNo=0021700827&eventNum=571,20180210MILORL,20180210MILORL-4,MIL,ORL,20180210,Ray Acosta,Mark Lindsay,Leroy Richardson,111,104,L2M-MIL-ORL-02-10-2018.pdf,https://www.basketball-reference.com/boxscores/201802100ORL.html,ORL,MIL
Q4,01:21.0,81,Foul: Offensive,Shelvin Mack,Eric Bledsoe,CNC,Mack (ORL) makes marginal contact with Bledsoe (MIL) and does not affect his ability to defend.,http://official.nba.com/last-two-minute-report/?gameNo=0021700827&eventNum=1070,20180210MILORL,20180210MILORL-5,MIL,ORL,20180210,Ray Acosta,Mark Lindsay,Leroy Richardson,111,104,L2M-MIL-ORL-02-10-2018.pdf,https://www.basketball-reference.com/boxscores/201802100ORL.html,MIL,ORL
Q4,01:07.0,67,Foul: Shooting,Thon Maker,Jonathon Simmons,CNC,Maker (MIL) legally contests Simmons' (ORL) driving shot attempt. 01:01.1 01:01.1,http://official.nba.com/last-two-minute-report/?gameNo=0021700827&eventNum=1072,20180210MILORL,20180210MILORL-6,MIL,ORL,20180210,Ray Acosta,Mark Lindsay,Leroy Richardson,111,104,L2M-MIL-ORL-02-10-2018.pdf,https://www.basketball-reference.com/boxscores/201802100ORL.html,ORL,MIL
Q4,00:58.3,58.3,Foul: Personal,Shelvin Mack,Khris Middleton,CNC,Mack (ORL) cleanly deflects the ball away from Middleton (MIL).,http://official.nba.com/last-two-minute-report/?gameNo=0021700827&eventNum=1073,20180210MILORL,20180210MILORL-7,MIL,ORL,20180210,Ray Acosta,Mark Lindsay,Leroy Richardson,111,104,L2M-MIL-ORL-02-10-2018.pdf,https://www.basketball-reference.com/boxscores/201802100ORL.html,MIL,ORL
Q4,00:45.7,45.7,Foul: Shooting,Mario Hezonja,Giannis Antetokounmpo,CC,Hezonja (ORL) makes contact to Antetokounmpo's (MIL) arm that affects his driving shot attempt. 00:45.8 00:45.8,http://official.nba.com/last-two-minute-report/?gameNo=0021700827&eventNum=581,20180210MILORL,20180210MILORL-8,MIL,ORL,20180210,Ray Acosta,Mark Lindsay,Leroy Richardson,111,104,L2M-MIL-ORL-02-10-2018.pdf,https://www.basketball-reference.com/boxscores/201802100ORL.html,MIL,ORL
Q4,00:40.9,40.9,Foul: Personal,Eric Bledsoe,Shelvin Mack,CNC,Bledsoe (MIL) maintains a legal guarding position and makes incidental contact with Mack (ORL) that does not affect his SQBR.,http://official.nba.com/last-two-minute-report/?gameNo=0021700827&eventNum=1074,20180210MILORL,20180210MILORL-9,MIL,ORL,20180210,Ray Acosta,Mark Lindsay,Leroy Richardson,111,104,L2M-MIL-ORL-02-10-2018.pdf,https://www.basketball-reference.com/boxscores/201802100ORL.html,ORL,MIL
