period,time,seconds_left,call_type,committing_player,disadvantaged_player,review_decision,comment,video,game_id,play_id,away,home,date,ref_1,ref_2,ref_3,ref_4,score_away,score_home,original_pdf,box_score_url,disadvantaged_team,committing_team
Q4,01:52.0,112,Turnover: 3 Second Violation,Trevor Booker,,CNC,Booker (BKN) is in the paint for fewer than three seconds.,http://official.nba.com/last-two-minute-report/?gameNo=0021600950&eventNum=1105,20170308BKNATL,20170308BKNATL-0,BKN,ATL,20170308,Steve Anderson,Matt Boland,Scott Foster,,105,110,L2M-BKN-ATL-03-08-17.pdf,https://www.basketball-reference.com/boxscores/201703080ATL.html,ATL,BKN
Q4,01:50.0,110,Foul: Offensive,Trevor Booker,Ersan Ilyasova,CNC,Booker (BKN) spins away from Ilyasova (ATL) on the move to the basket and the contact is marginal.,http://official.nba.com/last-two-minute-report/?gameNo=0021600950&eventNum=1106,20170308BKNATL,20170308BKNATL-1,BKN,ATL,20170308,Steve Anderson,Matt Boland,Scott Foster,,105,110,L2M-BKN-ATL-03-08-17.pdf,https://www.basketball-reference.com/boxscores/201703080ATL.html,ATL,BKN
Q4,01:39.0,99,Foul: Personal,Jeremy Lin,Dennis Schroder,CNC,Lin (BKN) makes incidental contact with Schroder (ATL) that does not affect his SQBR.,http://official.nba.com/last-two-minute-report/?gameNo=0021600950&eventNum=1107,20170308BKNATL,20170308BKNATL-2,BKN,ATL,20170308,Steve Anderson,Matt Boland,Scott Foster,,105,110,L2M-BKN-ATL-03-08-17.pdf,https://www.basketball-reference.com/boxscores/201703080ATL.html,ATL,BKN
Q4,01:33.0,93,Foul: Personal,Jeremy Lin,Dennis Schroder,,[Incidental or immaterial] LATR shows that Lin (BKN) grabs Schroder's (ATL) shorts.,http://official.nba.com/last-two-minute-report/?gameNo=0021600950&eventNum=1108,20170308BKNATL,20170308BKNATL-3,BKN,ATL,20170308,Steve Anderson,Matt Boland,Scott Foster,,105,110,L2M-BKN-ATL-03-08-17.pdf,https://www.basketball-reference.com/boxscores/201703080ATL.html,ATL,BKN
Q4,01:28.0,88,Foul: Loose Ball,Trevor Booker,Ersan Ilyasova,CNC,Booker (BKN) and Ilyasova (ATL) make incidental contact with one another during rebounding.,http://official.nba.com/last-two-minute-report/?gameNo=0021600950&eventNum=1109,20170308BKNATL,20170308BKNATL-4,BKN,ATL,20170308,Steve Anderson,Matt Boland,Scott Foster,,105,110,L2M-BKN-ATL-03-08-17.pdf,https://www.basketball-reference.com/boxscores/201703080ATL.html,ATL,BKN
Q4,01:20.0,80,Foul: Offensive,Trevor Booker,Thabo Sefolosha,CNC,Booker (BKN) firms up his position setting the screen on Sefolosha (ATL) and absorbs the contact.,http://official.nba.com/last-two-minute-report/?gameNo=0021600950&eventNum=1110,20170308BKNATL,20170308BKNATL-5,BKN,ATL,20170308,Steve Anderson,Matt Boland,Scott Foster,,105,110,L2M-BKN-ATL-03-08-17.pdf,https://www.basketball-reference.com/boxscores/201703080ATL.html,ATL,BKN
Q4,01:00.0,60,Foul: Personal,Caris LeVert,Tim Hardaway Jr.,INC,LeVert (BKN) grabs Hardaway Jr.'s (ATL) shorts.,http://official.nba.com/last-two-minute-report/?gameNo=0021600950&eventNum=1111,20170308BKNATL,20170308BKNATL-6,BKN,ATL,20170308,Steve Anderson,Matt Boland,Scott Foster,,105,110,L2M-BKN-ATL-03-08-17.pdf,https://www.basketball-reference.com/boxscores/201703080ATL.html,ATL,BKN
Q4,00:55.5,55.5,Foul: Shooting,Brook Lopez,Paul Millsap,CNC,Lopez (BKN) maintains legal guarding position and makes incidental contact with Millsap (ATL) that does not affect his drive to the basket and shot attempt.,http://official.nba.com/last-two-minute-report/?gameNo=0021600950&eventNum=1112,20170308BKNATL,20170308BKNATL-7,BKN,ATL,20170308,Steve Anderson,Matt Boland,Scott Foster,,105,110,L2M-BKN-ATL-03-08-17.pdf,https://www.basketball-reference.com/boxscores/201703080ATL.html,ATL,BKN
Q4,00:53.7,53.7,Foul: Loose Ball,Paul Millsap,Brook Lopez,INC,Millsap (ATL) makes contact with Lopez' (BKN) arm that affects his ability to retrieve the rebound.,http://official.nba.com/last-two-minute-report/?gameNo=0021600950&eventNum=1113,20170308BKNATL,20170308BKNATL-8,BKN,ATL,20170308,Steve Anderson,Matt Boland,Scott Foster,,105,110,L2M-BKN-ATL-03-08-17.pdf,https://www.basketball-reference.com/boxscores/201703080ATL.html,BKN,ATL
Q4,00:51.3,51.3,Foul: Personal,Dennis Schroder,Jeremy Lin,CNC,Schroder (ATL) makes marginal contact with Lin (BKN) that does not affect his SQBR.,http://official.nba.com/last-two-minute-report/?gameNo=0021600950&eventNum=1114,20170308BKNATL,20170308BKNATL-9,BKN,ATL,20170308,Steve Anderson,Matt Boland,Scott Foster,,105,110,L2M-BKN-ATL-03-08-17.pdf,https://www.basketball-reference.com/boxscores/201703080ATL.html,BKN,ATL
Q4,00:29.1,29.1,Foul: Shooting,Brook Lopez,Dennis Schroder,CNC,Lopez (BKN) maintains legal guarding position and makes incidental contact with Schroder (ATL) that does not affect his drive to the basket and shot attempt.,http://official.nba.com/last-two-minute-report/?gameNo=0021600950&eventNum=1115,20170308BKNATL,20170308BKNATL-10,BKN,ATL,20170308,Steve Anderson,Matt Boland,Scott Foster,,105,110,L2M-BKN-ATL-03-08-17.pdf,https://www.basketball-reference.com/boxscores/201703080ATL.html,ATL,BKN
Q4,00:18.6,18.6,Foul: Personal,Jeremy Lin,Dennis Schroder,CC,Lin (BKN) commits a take foul on Schroder (ATL).,http://official.nba.com/last-two-minute-report/?gameNo=0021600950&eventNum=583,20170308BKNATL,20170308BKNATL-11,BKN,ATL,20170308,Steve Anderson,Matt Boland,Scott Foster,,105,110,L2M-BKN-ATL-03-08-17.pdf,https://www.basketball-reference.com/boxscores/201703080ATL.html,ATL,BKN
Q4,00:15.5,15.5,Foul: Personal,Trevor Booker,Dennis Schroder,CC,Booker (BKN) commits a take foul on Schroder (ATL).,http://official.nba.com/last-two-minute-report/?gameNo=0021600950&eventNum=588,20170308BKNATL,20170308BKNATL-12,BKN,ATL,20170308,Steve Anderson,Matt Boland,Scott Foster,,105,110,L2M-BKN-ATL-03-08-17.pdf,https://www.basketball-reference.com/boxscores/201703080ATL.html,ATL,BKN
Q4,00:11.0,11,Foul: Personal,Quincy Acy,Tim Hardaway Jr.,CC,Acy (BKN) commits a take foul on Hardaway Jr. (ATL).,http://official.nba.com/last-two-minute-report/?gameNo=0021600950&eventNum=598,20170308BKNATL,20170308BKNATL-13,BKN,ATL,20170308,Steve Anderson,Matt Boland,Scott Foster,,105,110,L2M-BKN-ATL-03-08-17.pdf,https://www.basketball-reference.com/boxscores/201703080ATL.html,ATL,BKN
Q4,00:02.2,2.2,Foul: Personal,Jeremy Lin,Dennis Schroder,CC,Lin (BKN) commits a take foul on Schroder (ATL).,http://official.nba.com/last-two-minute-report/?gameNo=0021600950&eventNum=605,20170308BKNATL,20170308BKNATL-14,BKN,ATL,20170308,Steve Anderson,Matt Boland,Scott Foster,,105,110,L2M-BKN-ATL-03-08-17.pdf,https://www.basketball-reference.com/boxscores/201703080ATL.html,ATL,BKN
