period,time,seconds_left,call_type,committing_player,disadvantaged_player,review_decision,comment,video,game_id,play_id,away,home,date,ref_1,ref_2,ref_3,score_away,score_home,original_pdf,box_score_url,disadvantaged_team,committing_team
Q4,01:59.0,119,Foul: Shooting,Marcus Smart,Damian Lillard,CNC,Smart (BOS) maintains legal guarding position and makes incidental contact with Lillard (POR) that does not affect his drive to the basket and shot attempt.,http://official.nba.com/last-two-minute-report/?gameNo=0021600650&eventNum=1119,20170121PORBOS,20170121PORBOS-0,POR,BOS,20170121,Eric Dalen,Bill Kennedy,Josh Tiven,127,123,L2M-POR-BOS-01-21-17.pdf,http://www.basketball-reference.com/boxscores/201701210BOS.html,POR,BOS
Q4,01:46.0,106,Turnover: Traveling,Isaiah Thomas,,,[Observable in enhanced video] LHH shows Thomas (BOS) moves his pivot foot.,http://official.nba.com/last-two-minute-report/?gameNo=0021600650&eventNum=1120,20170121PORBOS,20170121PORBOS-1,POR,BOS,20170121,Eric Dalen,Bill Kennedy,Josh Tiven,127,123,L2M-POR-BOS-01-21-17.pdf,http://www.basketball-reference.com/boxscores/201701210BOS.html,POR,BOS
Q4,01:41.0,101,Turnover: 3 Second Violation,Amir Johnson,,,[Detectable with stop watch] Johnson (BOS) is in the paint for longer than three seconds.,http://official.nba.com/last-two-minute-report/?gameNo=0021600650&eventNum=1121,20170121PORBOS,20170121PORBOS-2,POR,BOS,20170121,Eric Dalen,Bill Kennedy,Josh Tiven,127,123,L2M-POR-BOS-01-21-17.pdf,http://www.basketball-reference.com/boxscores/201701210BOS.html,POR,BOS
Q4,01:37.0,97,Foul: Loose Ball,Evan Turner,Amir Johnson,CNC,Turner (POR) and Johnson (BOS) make incidental contact with one another during rebounding.,http://official.nba.com/last-two-minute-report/?gameNo=0021600650&eventNum=1122,20170121PORBOS,20170121PORBOS-3,POR,BOS,20170121,Eric Dalen,Bill Kennedy,Josh Tiven,127,123,L2M-POR-BOS-01-21-17.pdf,http://www.basketball-reference.com/boxscores/201701210BOS.html,BOS,POR
Q4,01:30.0,90,Foul: Personal,Evan Turner,Amir Johnson,CC,Turner (POR) makes contact with Johnson (BOS) that affects his SQBR.,http://official.nba.com/last-two-minute-report/?gameNo=0021600650&eventNum=546,20170121PORBOS,20170121PORBOS-4,POR,BOS,20170121,Eric Dalen,Bill Kennedy,Josh Tiven,127,123,L2M-POR-BOS-01-21-17.pdf,http://www.basketball-reference.com/boxscores/201701210BOS.html,BOS,POR
Q4,01:30.0,90,Instant Replay: Support Ruling,,,CC,"After communicating with the Replay Center, the ruling on the floor of a 3pt field goal at the 02:25.0 mark is confirmed.",http://official.nba.com/last-two-minute-report/?gameNo=0021600650&eventNum=549,20170121PORBOS,20170121PORBOS-5,POR,BOS,20170121,Eric Dalen,Bill Kennedy,Josh Tiven,127,123,L2M-POR-BOS-01-21-17.pdf,http://www.basketball-reference.com/boxscores/201701210BOS.html,,
Q4,01:20.0,80,Foul: Offensive,Mason Plumlee,Marcus Smart,CNC,Plumlee (POR) sets the screen on Smart (BOS) and gives him room to avoid the contact.,http://official.nba.com/last-two-minute-report/?gameNo=0021600650&eventNum=1123,20170121PORBOS,20170121PORBOS-6,POR,BOS,20170121,Eric Dalen,Bill Kennedy,Josh Tiven,127,123,L2M-POR-BOS-01-21-17.pdf,http://www.basketball-reference.com/boxscores/201701210BOS.html,BOS,POR
Q4,01:16.0,76,Foul: Personal,Marcus Smart,Damian Lillard,CC,Smart (BOS) makes body to body contact with Lillard (POR) that affects his SQBR.,http://official.nba.com/last-two-minute-report/?gameNo=0021600650&eventNum=556,20170121PORBOS,20170121PORBOS-7,POR,BOS,20170121,Eric Dalen,Bill Kennedy,Josh Tiven,127,123,L2M-POR-BOS-01-21-17.pdf,http://www.basketball-reference.com/boxscores/201701210BOS.html,POR,BOS
Q4,01:16.0,76,Foul: Offensive,Mason Plumlee,Marcus Smart,CNC,Plumlee (POR) sets the screen on Smart (BOS) and gives him room to avoid the contact.,http://official.nba.com/last-two-minute-report/?gameNo=0021600650&eventNum=1124,20170121PORBOS,20170121PORBOS-8,POR,BOS,20170121,Eric Dalen,Bill Kennedy,Josh Tiven,127,123,L2M-POR-BOS-01-21-17.pdf,http://www.basketball-reference.com/boxscores/201701210BOS.html,BOS,POR
Q4,01:09.0,69,Foul: Offensive,Al Horford,Evan Turner,CNC,Horford (BOS) sets the screen on Turner (POR) and gives him room to avoid the contact.,http://official.nba.com/last-two-minute-report/?gameNo=0021600650&eventNum=1125,20170121PORBOS,20170121PORBOS-9,POR,BOS,20170121,Eric Dalen,Bill Kennedy,Josh Tiven,127,123,L2M-POR-BOS-01-21-17.pdf,http://www.basketball-reference.com/boxscores/201701210BOS.html,POR,BOS
