period,time,seconds_left,call_type,committing_player,disadvantaged_player,review_decision,comment,video,game_id,play_id,disadvantaged_team,committing_team,ref_made_call
Q4,0:01:21,81,Foul: Shooting,Jeff Teague,Goran Dragic,CNC,Teague (MIN) maintains legal guarding position and makes incidental contact with Dragic (MIA) that does not affect his drive to the basket and shot attempt.,http://official.nba.com/last-two-minute-report/?gameNo=0021700093&eventNum=1050,20171030MINMIA,20171030MINMIA-6,MIA,MIN,
Q4,0:01:18,78,Foul: Loose Ball,Karl-Anthony Towns,Goran Dragic,CC,"Towns (MIN) dislodges Dragic (MIA), affecting his ability to retrieve the rebound.",http://official.nba.com/last-two-minute-report/?gameNo=0021700093&eventNum=619,20171030MINMIA,20171030MINMIA-7,MIA,MIN,
Q4,0:01:14,74,Instant Replay: Support Ruling,Jimmy Butler,,CC,"After communicating with the Replay Center, it is determined that Butler (MIN) commits the foul prior to the start of Waiters' (MIA) upward shooting motion.",http://official.nba.com/last-two-minute-report/?gameNo=0021700093&eventNum=623,20171030MINMIA,20171030MINMIA-8,MIA,MIN,
Q4,0:01:14,74,Foul: Personal,Jimmy Butler,Kelly Olynyk,CC,Butler (MIN) dislodges Olynyk (MIA) from his legal screening position. 01:14.1 01:14.1,http://official.nba.com/last-two-minute-report/?gameNo=0021700093&eventNum=621,20171030MINMIA,20171030MINMIA-9,MIA,MIN,
Q4,0:01:08,68,Foul: Personal,Josh Richardson,Andrew Wiggins,CNC,Richardson (MIA) makes incidental contact with Wiggins (MIN) that does not affect his SQBR.,http://official.nba.com/last-two-minute-report/?gameNo=0021700093&eventNum=1051,20171030MINMIA,20171030MINMIA-10,MIN,MIA,
Q4,0:01:03,63,Turnover: Traveling,Andrew Wiggins,Josh Richardson,CNC,Wiggins (MIN) takes two steps after his gather and makes a legal play.,http://official.nba.com/last-two-minute-report/?gameNo=0021700093&eventNum=1052,20171030MINMIA,20171030MINMIA-11,MIA,MIN,
Q4,0:01:03,63,Foul: Shooting,Bam Adebayo,Andrew Wiggins,CNC,Adebayo (MIA) maintains legal guarding position on the driving shot attempt by Wiggins (MIN).,http://official.nba.com/last-two-minute-report/?gameNo=0021700093&eventNum=1052,20171030MINMIA,20171030MINMIA-12,MIN,MIA,
Q4,0:01:03,63,Foul: Shooting,Josh Richardson,Andrew Wiggins,CNC,Richardson (MIA) makes marginal contact with Wiggins (MIN) that does not affect his driving shot attempt.,http://official.nba.com/last-two-minute-report/?gameNo=0021700093&eventNum=1052,20171030MINMIA,20171030MINMIA-13,MIN,MIA,
Q4,0:01:02,62,Foul: Shooting,Kelly Olynyk,Andrew Wiggins,CNC,Olynyk (MIA) makes marginal contact to Wiggins (MIN) that does not affect his shot attempt. Period 01:00.1 01:00.1,http://official.nba.com/last-two-minute-report/?gameNo=0021700093&eventNum=1053,20171030MINMIA,20171030MINMIA-14,MIN,MIA,
Q4,0:00:54.100000,54.1,Foul: Personal,Taj Gibson,Kelly Olynyk,CNC,Gibson (MIN) and Olynyk (MIA) briefly engage and separate off ball.,http://official.nba.com/last-two-minute-report/?gameNo=0021700093&eventNum=1054,20171030MINMIA,20171030MINMIA-15,MIA,MIN,
Q4,0:00:50.100000,50.1,Foul: Personal,Jimmy Butler,Dion Waiters,CC,Butler (MIN) makes contact to Waiters' (MIA) arm that affects his SQBR. 00:50.2 00:50.2,http://official.nba.com/last-two-minute-report/?gameNo=0021700093&eventNum=629,20171030MINMIA,20171030MINMIA-16,MIA,MIN,
Q4,0:00:39.100000,39.1,Foul: Shooting,Josh Richardson,Andrew Wiggins,CNC,Richardson (MIA) maintains legal guarding position and makes incidental contact with Wiggins (MIN) that does not affect his drive to the basket and shot attempt. 00:38.7 00:38.7,http://official.nba.com/last-two-minute-report/?gameNo=0021700093&eventNum=1056,20171030MINMIA,20171030MINMIA-17,MIN,MIA,
Q4,0:00:31.600000,31.6,Foul: Shooting,Jimmy Butler,Dion Waiters,CC,Butler (MIN) makes contact to Waiters' (MIA) arm that affects his driving shot attempt. 00:31.7 00:31.7,http://official.nba.com/last-two-minute-report/?gameNo=0021700093&eventNum=638,20171030MINMIA,20171030MINMIA-18,MIA,MIN,
Q4,0:00:15.400000,15.4,Foul: Shooting,Justise Winslow,Andrew Wiggins,CNC,Winslow (MIA) makes marginal contact with Wiggins (MIN) that does not affect his shot attempt. 00:10.8 00:10.8,http://official.nba.com/last-two-minute-report/?gameNo=0021700093&eventNum=1057,20171030MINMIA,20171030MINMIA-19,MIN,MIA,
Q4,0:00:04.200000,4.2,Foul: Shooting,Jimmy Butler,Dion Waiters,CNC,Butler (MIN) makes incidental contact with Waiters (MIA) that does not affect his drive to the basket and shot attempt.,http://official.nba.com/last-two-minute-report/?gameNo=0021700093&eventNum=1058,20171030MINMIA,20171030MINMIA-20,MIA,MIN,
Q4,0:00:03.600000,3.6,Turnover: 5 Second Inbound,Jeff Teague,James Johnson,CNC,Teague (MIN) inbounds the ball within 5 seconds. 00:03.7 00:03.7,http://official.nba.com/last-two-minute-report/?gameNo=0021700093&eventNum=1059,20171030MINMIA,20171030MINMIA-21,MIA,MIN,
Q4,0:00:02.200000,2.2,Foul: Shooting,Bam Adebayo,Karl-Anthony Towns,CNC,Adebayo (MIA) maintains legal guarding position on the jump shot attempt by Towns (MIN). 02:12.1 02:12.1,http://official.nba.com/last-two-minute-report/?gameNo=0021700093&eventNum=1060,20171030MINMIA,20171030MINMIA-22,MIN,MIA,
Q5,0:01:58,118,Foul: Offensive,Karl-Anthony Towns,Josh Richardson,CNC,Towns (MIN) sets the screen on Richardson (MIA) and gives him room to avoid the contact.,http://official.nba.com/last-two-minute-report/?gameNo=0021700093&eventNum=1061,20171030MINMIA,20171030MINMIA-23,MIA,MIN,
Q5,0:01:50,110,Foul: Offensive,Taj Gibson,Goran Dragic,CNC,Gibson (MIN) sets the screen on Dragic (MIA) and gives him room to avoid the contact. Gibson makes marginal contact with Dragic following the screen. 01:47.1 01:47.1,http://official.nba.com/last-two-minute-report/?gameNo=0021700093&eventNum=1062,20171030MINMIA,20171030MINMIA-24,MIA,MIN,
Q5,0:01:37,97,Foul: Personal,Taj Gibson,Kelly Olynyk,CNC,Gibson (MIN) makes marginal contact with Olynyk (MIA) that does not affect his SQBR.,http://official.nba.com/last-two-minute-report/?gameNo=0021700093&eventNum=1063,20171030MINMIA,20171030MINMIA-25,MIA,MIN,
Q5,0:01:31,91,Foul: Loose Ball,Bam Adebayo,Karl-Anthony Towns,CNC,Adebayo (MIA) and Towns (MIN) make incidental contact with one another during rebounding. Period 01:28.1 01:28.1,http://official.nba.com/last-two-minute-report/?gameNo=0021700093&eventNum=1064,20171030MINMIA,20171030MINMIA-26,MIN,MIA,
Q5,0:01:09,69,Turnover: Backcourt Turnover,Karl-Anthony Towns,,CNC,Towns (MIN) makes contact with the ball in the frontcourt.,http://official.nba.com/last-two-minute-report/?gameNo=0021700093&eventNum=1065,20171030MINMIA,20171030MINMIA-27,MIA,MIN,
Q5,0:01:06,66,Foul: Shooting,Andrew Wiggins,Josh Richardson,CNC,Wiggins (MIN) allows Richardson (MIA) to land following the jump shot attempt. 00:59.7 00:59.7,http://official.nba.com/last-two-minute-report/?gameNo=0021700093&eventNum=1066,20171030MINMIA,20171030MINMIA-28,MIA,MIN,
Q5,0:00:57.100000,57.1,Foul: Shooting,Karl-Anthony Towns,Goran Dragic,CNC,Towns (MIN) makes contact with the ball contesting the driving shot attempt by Dragic (MIA). Any arm contact after the initial contact to the ball is deemed incidental.,http://official.nba.com/last-two-minute-report/?gameNo=0021700093&eventNum=1067,20171030MINMIA,20171030MINMIA-29,MIA,MIN,
Q5,0:00:57.100000,57.1,Foul: Offensive,Kelly Olynyk,Jimmy Butler,CNC,Olynyk (MIA) sets the screen on Butler (MIN) and gives him room to avoid the contact. 00:55.4 00:55.4,http://official.nba.com/last-two-minute-report/?gameNo=0021700093&eventNum=1067,20171030MINMIA,20171030MINMIA-30,MIN,MIA,
Q5,0:00:53.700000,53.7,Foul: Personal,Goran Dragic,Jimmy Butler,CNC,Dragic (MIA) makes incidental contact with Teague (MIN) and deflects the ball away. 00:52.1 00:52.1,http://official.nba.com/last-two-minute-report/?gameNo=0021700093&eventNum=1068,20171030MINMIA,20171030MINMIA-31,MIN,MIA,
Q5,0:00:50.700000,50.7,Foul: Shooting,Karl-Anthony Towns,Kelly Olynyk,CNC,"Towns (MIN) legally contests Olynyk's (MIA) jump shot attempt. Any ""high-five"" contact after the release is considered incidental. 00:49.5 00:49.5",http://official.nba.com/last-two-minute-report/?gameNo=0021700093&eventNum=1069,20171030MINMIA,20171030MINMIA-32,MIA,MIN,
Q5,0:00:43,43,Foul: Shooting,Justise Winslow,Andrew Wiggins,CC,Winslow (MIA) makes contact to Wiggins' (MIN) arm that affects his driving shot attempt. 00:43.1 00:43.1,http://official.nba.com/last-two-minute-report/?gameNo=0021700093&eventNum=731,20171030MINMIA,20171030MINMIA-33,MIN,MIA,
Q5,0:00:37,37,Foul: Personal,Andrew Wiggins,Dion Waiters,CNC,Wiggins (MIN) makes incidental contact with Waiters (MIA) that does not affect his SQBR.,http://official.nba.com/last-two-minute-report/?gameNo=0021700093&eventNum=1071,20171030MINMIA,20171030MINMIA-34,MIA,MIN,
Q5,0:00:35.700000,35.7,Foul: Personal,Andrew Wiggins,Bam Adebayo,CNC,Wiggins (MIN) makes marginal contact to Adebayo's (MIA) arm after he has already released the pass.,http://official.nba.com/last-two-minute-report/?gameNo=0021700093&eventNum=1072,20171030MINMIA,20171030MINMIA-35,MIA,MIN,
Q5,0:00:29.500000,29.5,Foul: Shooting,Karl-Anthony Towns,Dion Waiters,CNC,Towns (MIN) is in a legal guarding position and makes incidental contact with Waiters (MIA) that does not affect his driving shot attempt. 00:28.6 00:28.6,http://official.nba.com/last-two-minute-report/?gameNo=0021700093&eventNum=1073,20171030MINMIA,20171030MINMIA-36,MIA,MIN,
Q5,0:00:23.100000,23.1,Turnover: Traveling,Andrew Wiggins,Goran Dragic,CNC,A timeout is awarded prior to any possible traveling violation by Wiggins (MIN).,http://official.nba.com/last-two-minute-report/?gameNo=0021700093&eventNum=1074,20171030MINMIA,20171030MINMIA-37,MIA,MIN,
Q5,0:00:23.100000,23.1,Foul: Personal,Justise Winslow,Jimmy Butler,CNC,Winslow (MIA) makes marginal contact with Butler (MIN) following the screen.,http://official.nba.com/last-two-minute-report/?gameNo=0021700093&eventNum=1074,20171030MINMIA,20171030MINMIA-38,MIN,MIA,
Q5,0:00:14.500000,14.5,Turnover: Traveling,Jamal Crawford,Goran Dragic,CNC,Crawford (MIN) maintains his pivot foot as he attempts to pass out of the double team. Period 00:10.0 00:10.0,http://official.nba.com/last-two-minute-report/?gameNo=0021700093&eventNum=1075,20171030MINMIA,20171030MINMIA-39,MIA,MIN,
Q5,0:00:07.600000,7.6,Foul: Offensive,Bam Adebayo,Andrew Wiggins,CNC,Adebayo (MIA) sets the screen on Wiggins (MIN) and gives him room to avoid the contact.,http://official.nba.com/last-two-minute-report/?gameNo=0021700093&eventNum=1076,20171030MINMIA,20171030MINMIA-40,MIN,MIA,
Q5,0:00:06.300000,6.3,Foul: Shooting,Karl-Anthony Towns,Dion Waiters,CNC,Towns (MIN) allows Waiters (MIA) to land following the jump shot attempt. 00:05.5 00:05.5,http://official.nba.com/last-two-minute-report/?gameNo=0021700093&eventNum=1077,20171030MINMIA,20171030MINMIA-41,MIA,MIN,
Q5,0:00:04.400000,4.4,Foul: Personal,Goran Dragic,Jeff Teague,CC,"Dragic (MIA) makes contact to Teague (MIN) that affects his SQBR. Event Assessments: CC = Correct Call, IC = Incorrect Call, CNC = Correct Non-Call, INC = Incorrect Non-Call",http://official.nba.com/last-two-minute-report/?gameNo=0021700093&eventNum=746,20171030MINMIA,20171030MINMIA-42,MIN,MIA,
