date,home,away,committing_team,disadvantaged_team,review_decision
20150405,OKC,HOU,HOU,OKC,INC
20150407,NOP,GSW,NOP,GSW,INC
20150407,NOP,GSW,NOP,GSW,INC
20150407,NOP,GSW,GSW,NOP,INC
20150408,ORL,CHI,ORL,CHI,INC
20150408,DAL,PHO,DAL,PHO,IC
20150410,DEN,DAL,DAL,DEN,INC
20150410,DEN,DAL,DAL,DEN,IC
20150410,DEN,DAL,DEN,DAL,INC
20150410,UTA,MEM,MEM,UTA,IC
20150410,HOU,SAS,HOU,SAS,INC
20150410,ORL,TOR,TOR,ORL,INC
20150411,ORL,NYK,NYK,ORL,INC
20150411,ORL,NYK,ORL,NYK,INC
20150411,ORL,NYK,ORL,NYK,INC
20150411,CHI,PHI,CHI,PHI,INC
20150411,MIA,TOR,MIA,TOR,IC
20150411,POR,UTA,POR,UTA,INC
20150412,IND,OKC,IND,OKC,INC
20150412,IND,OKC,IND,OKC,IC
20150413,LAC,DEN,DEN,LAC,INC
20150413,LAC,DEN,LAC,DEN,INC
20150413,LAC,DEN,DEN,LAC,INC
20150414,IND,WAS,IND,WAS,INC
20150414,IND,WAS,IND,WAS,INC
20150414,IND,WAS,WAS,IND,INC
20150414,IND,WAS,WAS,IND,INC
20150414,IND,WAS,IND,WAS,INC
20150414,IND,WAS,IND,WAS,INC
20150415,GSW,DEN,DEN,GSW,IC
20150415,PHI,MIA,PHI,MIA,INC
20150415,CLE,WAS,CLE,WAS,INC
20150415,CLE,WAS,WAS,CLE,INC
20150415,CLE,WAS,CLE,WAS,INC
20150415,CLE,WAS,,,IC
20150418,TOR,WAS,TOR,WAS,INC
20150418,TOR,WAS,TOR,WAS,INC
20150418,TOR,WAS,TOR,WAS,INC
20150418,TOR,WAS,,,INC
20150418,TOR,WAS,WAS,TOR,INC
20150418,TOR,WAS,TOR,WAS,INC
20150422,ATL,BKN,BKN,ATL,IC
20150422,ATL,BKN,BKN,ATL,INC
20150422,LAC,SAS,LAC,SAS,INC
20150423,MIL,CHI,MIL,CHI,INC
20150423,MIL,CHI,MIL,CHI,INC
20150423,MIL,CHI,MIL,CHI,INC
20150423,MIL,CHI,MIL,CHI,IC
20150423,MIL,CHI,MIL,CHI,INC
20150423,NOP,GSW,GSW,NOP,INC
20150423,NOP,GSW,GSW,NOP,INC
20150423,NOP,GSW,NOP,GSW,INC
20150423,NOP,GSW,GSW,NOP,INC
20150423,NOP,GSW,GSW,NOP,IC
20150424,WAS,TOR,TOR,WAS,INC
20150425,MIL,CHI,CHI,MIL,INC
20150425,POR,MEM,POR,MEM,INC
20150425,POR,MEM,POR,MEM,INC
20150427,BKN,ATL,,,INC
20150427,BKN,ATL,BKN,ATL,INC
20150427,BKN,ATL,ATL,BKN,INC
20150427,BKN,ATL,BKN,ATL,INC
20150427,POR,MEM,MEM,POR,IC
20150427,POR,MEM,MEM,POR,INC
20150427,POR,MEM,MEM,POR,IC
20150428,LAC,SAS,SAS,LAC,INC
20150428,LAC,SAS,LAC,SAS,INC
20150428,LAC,SAS,LAC,SAS,INC
20150429,ATL,BKN,BKN,ATL,INC
20150503,ATL,WAS,WAS,ATL,INC
20150508,CHI,CLE,CLE,CHI,INC
20150508,CHI,CLE,CHI,CLE,INC
20150508,CHI,CLE,CHI,CLE,INC
20150509,WAS,ATL,ATL,WAS,INC
20150510,CHI,CLE,CHI,CLE,INC
20150511,WAS,ATL,WAS,ATL,INC
20150512,CLE,CHI,CHI,CLE,INC
20150512,CLE,CHI,CHI,CLE,INC
20150513,ATL,WAS,WAS,ATL,INC
20150513,ATL,WAS,WAS,ATL,INC
20150607,GSW,CLE,GSW,CLE,INC
20150607,GSW,CLE,CLE,GSW,INC
20150607,GSW,CLE,GSW,CLE,INC
20150607,GSW,CLE,GSW,CLE,INC
20150609,CLE,GSW,GSW,CLE,INC
20150609,CLE,GSW,CLE,GSW,INC
20151028,TOR,IND,TOR,IND,INC
20151028,TOR,IND,TOR,IND,IC
20151028,TOR,IND,TOR,IND,IC
20151028,OKC,SAS,SAS,OKC,INC
20151030,ATL,CHA,ATL,CHA,INC
20151030,ATL,CHA,CHA,ATL,IC
20151030,DET,CHI,DET,CHI,IC
20151030,ORL,OKC,OKC,ORL,INC
20151030,ORL,OKC,OKC,ORL,IC
20151031,WAS,NYK,NYK,WAS,INC
20151031,WAS,NYK,WAS,NYK,INC
20151101,CHA,ATL,CHA,ATL,INC
20151101,CHA,ATL,ATL,CHA,INC
20151102,BKN,MIL,BKN,MIL,IC
20151102,LAC,PHO,PHO,LAC,INC
20151102,MIN,POR,POR,MIN,INC
20151102,MIN,POR,POR,MIN,INC
20151103,NOP,ORL,ORL,NOP,IC
20151103,DAL,TOR,TOR,DAL,INC
20151103,DAL,TOR,TOR,DAL,INC
20151104,GSW,LAC,GSW,LAC,INC
20151104,HOU,ORL,ORL,HOU,INC
20151104,MIL,PHI,MIL,PHI,INC
20151104,OKC,TOR,OKC,TOR,INC
20151104,OKC,TOR,,,INC
20151105,CHI,OKC,OKC,CHI,INC
20151105,CHI,OKC,CHI,OKC,INC
20151106,ORL,TOR,ORL,TOR,INC
20151106,ORL,TOR,ORL,TOR,INC
20151106,ORL,TOR,TOR,ORL,INC
20151106,ORL,TOR,TOR,ORL,INC
20151107,LAC,HOU,HOU,LAC,INC
20151107,CHI,MIN,CHI,MIN,IC
20151108,CLE,IND,CLE,IND,INC
20151108,NYK,LAL,NYK,LAL,INC
20151108,NYK,LAL,LAL,NYK,INC
20151108,NYK,LAL,LAL,NYK,INC
20151109,ATL,MIN,ATL,MIN,INC
20151109,ATL,MIN,ATL,MIN,INC
20151109,ATL,MIN,ATL,MIN,INC
20151109,DEN,POR,POR,DEN,IC
20151110,TOR,NYK,NYK,TOR,INC
20151110,TOR,NYK,NYK,TOR,INC
20151111,DAL,LAC,LAC,DAL,INC
20151111,DEN,MIL,DEN,MIL,INC
20151111,DEN,MIL,MIL,DEN,IC
20151111,CHA,NYK,NYK,CHA,INC
20151111,CHA,NYK,NYK,CHA,INC
20151113,NYK,CLE,NYK,CLE,INC
20151113,NYK,CLE,NYK,CLE,INC
20151113,DAL,LAL,,,IC
20151113,DAL,LAL,LAL,DAL,IC
20151114,GSW,BKN,BKN,GSW,INC
20151114,GSW,BKN,GSW,BKN,INC
20151114,MIL,CLE,MIL,CLE,INC
20151114,MIL,CLE,MIL,CLE,IC
20151114,MIL,CLE,CLE,MIL,IC
20151114,MIL,CLE,CLE,MIL,IC
20151114,WAS,ORL,WAS,ORL,IC
20151114,WAS,ORL,WAS,ORL,INC
20151115,SAC,TOR,TOR,SAC,IC
20151116,PHI,DAL,DAL,PHI,INC
20151116,CHI,IND,CHI,IND,INC
20151116,MEM,OKC,OKC,MEM,INC
20151116,MEM,OKC,OKC,MEM,INC
20151117,BKN,ATL,ATL,BKN,INC
20151117,NYK,CHA,CHA,NYK,INC
20151117,GSW,TOR,TOR,GSW,INC
20151118,CHA,BKN,CHA,BKN,INC
20151118,CHA,BKN,BKN,CHA,INC
20151118,BOS,DAL,BOS,DAL,INC
20151118,ORL,MIN,MIN,ORL,INC
20151118,HOU,POR,HOU,POR,INC
20151118,HOU,POR,HOU,POR,INC
20151118,UTA,TOR,UTA,TOR,IC
20151119,LAC,GSW,GSW,LAC,INC
20151119,LAC,GSW,LAC,GSW,INC
20151121,DET,WAS,,,IC
20151122,OKC,DAL,OKC,DAL,INC
20151123,MIN,PHI,PHI,MIN,IC
20151123,MIN,PHI,MIN,PHI,INC
20151124,POR,CHI,POR,CHI,INC
20151124,POR,CHI,POR,CHI,INC
20151128,CLE,BKN,BKN,CLE,IC
20151128,CLE,BKN,BKN,CLE,INC
20151128,CLE,BKN,CLE,BKN,INC
20151129,BKN,DET,DET,BKN,INC
20151129,NYK,HOU,NYK,HOU,INC
20151129,NYK,HOU,HOU,NYK,INC
20151129,NYK,HOU,HOU,NYK,INC
20151129,NYK,HOU,HOU,NYK,INC
20151129,NYK,HOU,HOU,NYK,INC
20151129,NYK,HOU,HOU,NYK,INC
20151129,TOR,PHO,TOR,PHO,IC
20151130,MIA,BOS,BOS,MIA,INC
20151130,MIA,BOS,BOS,MIA,IC
20151130,ATL,OKC,ATL,OKC,INC
20151130,ATL,OKC,OKC,ATL,INC
20151130,CHI,SAS,CHI,SAS,INC
20151130,CHI,SAS,CHI,SAS,INC
20151130,CHI,SAS,CHI,SAS,INC
20151130,CHI,SAS,SAS,CHI,IC
20151201,POR,DAL,DAL,POR,INC
20151201,MIN,ORL,MIN,ORL,INC
20151201,BKN,PHO,BKN,PHO,INC
20151202,WAS,LAL,WAS,LAL,IC
20151202,DET,PHO,DET,PHO,IC
20151202,DET,PHO,DET,PHO,INC
20151202,DET,PHO,DET,PHO,INC
20151203,MIA,OKC,MIA,OKC,INC
20151203,MIA,OKC,OKC,MIA,INC
20151203,MIA,OKC,OKC,MIA,IC
20151204,NOP,CLE,CLE,NOP,INC
20151204,DAL,HOU,DAL,HOU,INC
20151205,SAS,BOS,SAS,BOS,INC
20151205,SAS,BOS,SAS,BOS,IC
20151205,SAS,BOS,SAS,BOS,INC
20151205,SAS,BOS,SAS,BOS,IC
20151205,UTA,IND,IND,UTA,INC
20151205,UTA,IND,IND,UTA,IC
20151205,UTA,IND,IND,UTA,INC
20151206,MEM,PHO,PHO,MEM,INC
20151206,MEM,PHO,PHO,MEM,INC
20151207,MIN,LAC,MIN,LAC,INC
20151207,MIL,POR,MIL,POR,INC
20151207,MIL,POR,MIL,POR,INC
20151207,MIA,WAS,WAS,MIA,INC
20151208,BKN,HOU,BKN,HOU,INC
20151208,BKN,HOU,HOU,BKN,INC
20151208,BKN,HOU,HOU,BKN,INC
20151208,BKN,HOU,BKN,HOU,INC
20151209,DAL,ATL,ATL,DAL,INC
20151209,DAL,ATL,DAL,ARL,INC
20151209,WAS,HOU,WAS,HOU,INC
20151209,MIN,LAL,LAL,MIN,INC
20151209,DET,MEM,MEM,DET,INC
20151209,PHO,ORL,,,INC
20151209,PHO,ORL,ORL,PHO,INC
20151209,PHO,ORL,ORL,PHO,INC
20151210,SAC,NYK,SAC,NYK,INC
20151211,DEN,MIN,DEN,MIN,INC
20151211,DEN,MIN,DEN,MIN,INC
20151211,DEN,MIN,MIN,DEN,INC
20151211,DEN,MIN,MIN,DEN,INC
20151211,UTA,OKC,OKC,UTA,INC
20151211,NOP,WAS,NOP,WAS,INC
20151211,NOP,WAS,WAS,NOP,INC
20151212,CHA,BOS,BOS,CHA,INC
20151212,CHA,BOS,CHA,BOS,INC
20151212,BKN,LAC,BKN,LAC,INC
20151212,CHI,NOP,NOP,CHI,INC
20151212,CHI,NOP,CHI,NOP,INC
20151212,CHI,NOP,NOP,CHI,INC
20151213,OKC,UTA,UTA,OKC,INC
20151213,OKC,UTA,UTA,OKC,INC
20151213,OKC,UTA,OKC,UTA,INC
20151214,DET,LAC,LAC,DET,IC
20151214,DET,LAC,DET,LAC,INC
20151214,DET,LAC,DET,LAC,INC
20151214,DET,LAC,DET,LAC,INC
20151216,DET,BOS,DET,BOS,INC
20151216,DET,BOS,DET,BOS,IC
20151216,DET,BOS,BOS,DET,INC
20151217,CHA,TOR,TOR,CHA,INC
20151217,CHA,TOR,TOR,CHA,INC
20151217,CHA,TOR,TOR,CHA,INC
20151217,CHA,TOR,TOR,CHA,INC
20151218,UTA,DEN,UTA,DEN,INC
20151218,CHI,DET,DET,CHI,IC
20151218,CHI,DET,DET,CHI,INC
20151218,CHI,DET,DET,CHI,INC
20151218,CHI,DET,DET,CHI,INC
20151218,CHI,DET,DET,CHI,INC
20151218,CHI,DET,DET,CHI,INC
20151218,CHI,DET,CHI,DET,INC
20151218,GSW,MIL,MIL,GSW,IC
20151218,GSW,MIL,GSW,MIL,INC
20151218,MIN,SAC,MIN,SAC,INC
20151218,MIN,SAC,SAC,MIN,INC
20151219,WAS,CHA,CHA,WAS,IC
20151220,ORL,ATL,ORL,ATL,INC
20151221,HOU,CHA,HOU,CHA,IC
20151221,LAC,OKC,OKC,LAC,INC
20151221,LAC,OKC,OKC,LAC,INC
20151221,LAC,OKC,OKC,LAC,INC
20151222,MIA,DET,DET,MIA,IC
20151222,MIA,DET,MIA,DET,INC
20151222,DEN,LAL,DEN,LAL,INC
20151223,BKN,DAL,BKN,DAL,INC
20151223,ORL,HOU,HOU,ORL,INC
20151223,ORL,HOU,HOU,ORL,INC
20151223,IND,SAC,SAC,IND,INC
20151223,IND,SAC,SAC,IND,INC
20151225,GSW,CLE,GSW,CLE,IC
20151225,HOU,SAS,SAS,HOU,INC
20151226,NOP,HOU,HOU,NOP,INC
20151226,NOP,HOU,NOP,HOU,INC
20151226,UTA,LAC,UTA,LAC,INC
20151226,CHA,MEM,CHA,MEM,INC
20151226,ORL,MIA,ORL,MIA,IC
20151229,HOU,ATL,ATL,HOU,INC
20151230,ORL,BKN,ORL,BKN,INC
20151230,ORL,BKN,ORL,BKN,INC
20151230,CHI,IND,CHI,IND,INC
20151230,BOS,LAL,BOS,LAL,INC
20151230,BOS,LAL,LAL,BOS,INC
20151230,BOS,LAL,LAL,BOS,IC
20151230,SAC,PHI,PHI,SAC,IC
20160102,GSW,DEN,GSW,DEN,IC
20160102,GSW,DEN,DEN,GSW,INC
20160102,UTA,MEM,MEM,UTA,IC
20160102,UTA,MEM,UTA,MEM,INC
20160102,DAL,NOP,DAL,NOP,INC
20160102,DAL,NOP,NOP,DAL,INC
20160102,DAL,NOP,DAL,NOP,IC
20160102,DAL,NOP,NOP,DAL,IC
20160103,TOR,CHI,TOR,CHI,INC
20160104,UTA,HOU,UTA,HOU,INC
20160104,UTA,HOU,HOU,UTA,INC
20160104,UTA,HOU,HOU,UTA,INC
20160104,MIA,IND,MIA,IND,INC
20160104,MIA,IND,MIA,IND,INC
20160105,ATL,NYK,ATL,NYK,INC
20160105,ATL,NYK,NYK,ATL,INC
20160105,DAL,SAC,SAC,DAL,INC
20160105,DAL,SAC,DAL,SAC,INC
20160105,DAL,SAC,DAL,SAC,INC
20160105,DAL,SAC,DAL,SAC,IC
20160105,DAL,SAC,SAC,DAL,INC
20160105,DAL,SAC,DAL,SAC,INC
20160106,PHO,CHA,CHA,PHO,INC
20160106,PHO,CHA,CHA,PHO,INC
20160106,PHO,CHA,CHA,PHO,INC
20160106,PHO,CHA,PHO,CHA,INC
20160108,NOP,IND,NOP,IND,INC
20160108,PHO,MIA,MIA,PHO,INC
20160108,LAL,OKC,LAL,OKC,INC
20160108,LAL,OKC,LAL,OKC,IC
20160110,MEM,BOS,BOS,MEM,INC
20160110,HOU,IND,IND,HOU,INC
20160110,HOU,IND,HOU,IND,INC
20160110,HOU,IND,IND,HOU,IC
20160110,LAC,NOP,LAC,NOP,INC
20160112,DAL,CLE,DAL,CLE,IC
20160112,DAL,CLE,DAL,CLE,INC
20160112,DAL,CLE,DAL,CLE,INC
20160112,DAL,CLE,DAL,CLE,INC
20160112,DAL,CLE,CLE,DAL,INC
20160112,DAL,CLE,DAL,CLE,INC
20160112,LAL,NOP,LAL,NOP,INC
20160112,LAL,NOP,NOP,LAL,INC
20160113,DEN,GSW,,,IC
20160113,BOS,IND,IND,BOS,INC
20160113,BOS,IND,IND,BOS,INC
20160113,HOU,MIN,MIN,HOU,INC
20160113,BKN,NYK,BKN,NYK,INC
20160114,PHI,CHI,CHI,PHI,IC
20160114,PHI,CHI,PHI,CHI,INC
20160114,PHI,CHI,CHI,PHI,INC
20160114,MEM,DET,MEM,DET,INC
20160114,MEM,DET,MEM,DET,INC
20160114,UTA,SAC,SAC,UTA,INC
20160114,UTA,SAC,SAC,UTA,INC
20160114,ORL,TOR,ORL,TOR,INC
20160114,ORL,TOR,TOR,ORL,INC
20160115,MIL,ATL,ATL,MIL,INC
20160115,MIL,ATL,MIL,ATL,INC
20160115,NOP,CHA,CHA,NOP,INC
20160116,WAS,BOS,WAS,BOS,INC
20160116,WAS,BOS,BOS,WAS,IC
20160117,DEN,IND,DEN,IND,IC
20160118,DAL,BOS,DAL,BOS,INC
20160118,DAL,BOS,DAL,BOS,INC
20160118,LAC,HOU,HOU,LAC,IC
20160118,NYK,PHI,NYK,PHI,INC
20160118,NYK,PHI,PHI,NYK,INC
20160118,NYK,PHI,NYK,PHI,IC
20160118,NYK,PHI,NYK,PHI,INC
20160118,NYK,PHI,PHI,NYK,IC
20160118,NYK,PHI,NYK,PHI,INC
20160118,NYK,PHI,NYK,PHI,INC
20160118,CHA,UTA,CHA,UTA,INC
20160118,CHA,UTA,CHA,UTA,INC
20160120,POR,ATL,POR,ATL,INC
20160120,POR,ATL,POR,ATL,INC
20160120,TOR,BOS,TOR,BOS,INC
20160120,DAL,MIN,DAL,MIN,INC
20160120,DAL,MIN,DAL,MIN,IC
20160120,DAL,MIN,MIN,DAL,INC
20160120,NYK,UTA,NYK,UTA,INC
20160120,NYK,UTA,NYK,UTA,INC
20160120,NYK,UTA,NYK,UTA,INC
20160120,NYK,UTA,UTA,NYK,INC
20160121,SAC,ATL,SAC,ATL,INC
20160121,SAC,ATL,ATL,SAC,IC
20160121,DEN,MEM,MEM,DEN,IC
20160122,ORL,CHA,CHA,ORL,IC
20160122,ORL,CHA,ORL,CHA,INC
20160123,DEN,DET,DET,DEN,INC
20160123,MIN,MEM,MIN,MEM,INC
20160125,SAC,CHA,CHA,SAC,IC
20160125,SAC,CHA,SAC,CHA,INC
20160125,SAC,CHA,SAC,CHA,IC
20160125,SAC,CHA,CHA,SAC,INC
20160125,UTA,DET,UTA,DET,INC
20160125,UTA,DET,UTA,DET,INC
20160125,MEM,ORL,ORL,MEM,INC
20160125,MEM,ORL,MEM,ORL,INC
20160126,LAL,DAL,LAL,DAL,IC
20160126,IND,LAC,LAC,IND,INC
20160126,IND,LAC,,,IC
20160126,NYK,OKC,OKC,NYK,INC
20160126,NYK,OKC,NYK,OKC,INC
20160127,ATL,LAC,ATL,LAC,INC
20160127,MIN,OKC,OKC,MIN,IC
20160128,WAS,DEN,WAS,DEN,IC
20160128,WAS,DEN,WAS,DEN,INC
20160129,MIL,MIA,MIA,MIL,INC
20160130,IND,DEN,IND,DEN,INC
20160130,HOU,WAS,HOU,WAS,IC
20160130,HOU,WAS,HOU,WAS,INC
20160201,UTA,CHI,CHI,UTA,INC
20160201,IND,CLE,CLE,IND,INC
20160201,IND,CLE,IND,CLE,INC
20160201,IND,CLE,IND,CLE,INC
20160201,BKN,DET,BKN,DET,INC
20160202,LAL,MIN,LAL,MIN,INC
20160202,LAL,MIN,LAL,MIN,INC
20160203,SAC,CHI,CHI,SAC,INC
20160203,UTA,DEN,UTA,DEN,INC
20160203,UTA,DEN,DEN,UTA,INC
20160203,DAL,MIA,DAL,MIA,INC
20160203,LAC,MIN,LAC,MIN,INC
20160203,LAC,MIN,LAC,MIN,INC
20160203,OKC,ORL,OKC,ORL,INC
20160204,PHO,HOU,PHO,HOU,INC
20160204,DET,NYK,DET,NYK,IC
20160205,CLE,BOS,CLE,BOS,IC
20160205,DEN,CHI,DEN,CHI,INC
20160205,ATL,IND,ATL,IND,INC
20160205,ATL,IND,IND,ATL,INC
20160205,NYK,MEM,MEM,NYK,INC
20160205,NYK,MEM,NYK,MEM,INC
20160205,NYK,MEM,NYK,MEM,IC
20160205,NYK,MEM,NYK,MEM,INC
20160205,CHA,MIA,CHA,MIA,INC
20160205,CHA,MIA,CHA,MIA,INC
20160205,UTA,MIL,MIL,UTA,INC
20160206,MEM,DAL,DAL,MEM,INC
20160206,MEM,DAL,MEM,DAL,INC
20160206,MEM,DAL,DAL,MEM,IC
20160206,MEM,DAL,MEM,DAL,INC
20160206,MEM,DAL,DAL,MEM,IC
20160206,SAS,LAL,LAL,SAS,IC
20160206,GSW,OKC,GSW,OKC,INC
20160206,CHA,WAS,CHA,WAS,INC
20160206,CHA,WAS,WAS,CHA,INC
20160207,ORL,ATL,ATL,ORL,INC
20160207,NYK,DEN,DEN,NYK,INC
20160207,NYK,DEN,DEN,DEN,INC
20160207,NYK,DEN,NYK,DEN,INC
20160208,PHI,LAC,LAC,PHI,INC
20160208,PHI,LAC,PHI,LAC,INC
