period,time,seconds_left,call_type,committing_player,disadvantaged_player,review_decision,comment,video,game_id,play_id,disadvantaged_team,committing_team,ref_made_call
Q4,0:01:42,102,Foul: Defense 3 Second,Kent Bazemore,,,[Incidental or immaterial] LATR shows Bazemore (ATL) is standing with his foot on the lane line and not actively guarding an opponent for longer than 3 seconds.,http://official.nba.com/last-two-minute-report/?gameNo=0021600806&eventNum=1110,20170210ATLSAC,20170210ATLSAC-0,SAC,ATL,
Q4,0:01:41,101,Foul: Personal,Paul Millsap,DeMarcus Cousins,CNC,Millsap (ATL) cleanly strips the ball from Cousins (SAC).,http://official.nba.com/last-two-minute-report/?gameNo=0021600806&eventNum=1111,20170210ATLSAC,20170210ATLSAC-1,SAC,ATL,
Q4,0:01:28,88,Foul: Personal,DeMarcus Cousins,Paul Millsap,INC,LATR shows Cousins (SAC) makes contact with Millsap (ATL) that affects his SQBR.,http://official.nba.com/last-two-minute-report/?gameNo=0021600806&eventNum=1112,20170210ATLSAC,20170210ATLSAC-2,ATL,SAC,
Q4,0:01:25,85,Foul: Personal,Darren Collison,Tim Hardaway Jr.,INC,LATR shows Collison (SAC) makes contact with Hardaway's Jr. (ATL) arm and affects his SQBR.,http://official.nba.com/last-two-minute-report/?gameNo=0021600806&eventNum=1113,20170210ATLSAC,20170210ATLSAC-3,ATL,SAC,
Q4,0:01:17,77,Foul: Loose Ball,Anthony Tolliver,Kent Bazemore,CNC,Tolliver (SAC) and Bazemore (ATL) make incidental contact with one another during rebounding.,http://official.nba.com/last-two-minute-report/?gameNo=0021600806&eventNum=1114,20170210ATLSAC,20170210ATLSAC-4,ATL,SAC,
Q4,0:01:06,66,Turnover: Traveling,Dennis Schroder,,INC,Schroder (ATL) hops consecutively on the same foot.,http://official.nba.com/last-two-minute-report/?gameNo=0021600806&eventNum=1115,20170210ATLSAC,20170210ATLSAC-5,SAC,ATL,
Q4,0:01:04,64,Foul: Personal,Darren Collison,Dennis Schroder,CNC,Collison (SAC) maintains legal guarding position while defending Schroder's (ATL) drive to the basket.,http://official.nba.com/last-two-minute-report/?gameNo=0021600806&eventNum=1116,20170210ATLSAC,20170210ATLSAC-6,ATL,SAC,
Q4,0:01:01,61,Foul: Personal,Darren Collison,Dennis Schroder,CC,Collison (SAC) makes body to body contact with Schroder (ATL) that affects his SQBR.,http://official.nba.com/last-two-minute-report/?gameNo=0021600806&eventNum=506,20170210ATLSAC,20170210ATLSAC-7,ATL,SAC,
Q4,0:00:50.300000,50.3,Foul: Personal,Paul Millsap,Matt Barnes,CNC,Millsap (ATL) maintains legal guarding position and makes incidental contact with Barnes (SAC) that does not affect his SQBR.,http://official.nba.com/last-two-minute-report/?gameNo=0021600806&eventNum=1117,20170210ATLSAC,20170210ATLSAC-8,SAC,ATL,
Q4,0:00:44.700000,44.7,Foul: Shooting,Dwight Howard,DeMarcus Cousins,CC,Howard (ATL) makes contact with Cousins' (SAC) body that affects his shot attempt.,http://official.nba.com/last-two-minute-report/?gameNo=0021600806&eventNum=512,20170210ATLSAC,20170210ATLSAC-9,SAC,ATL,
Q4,0:00:22.600000,22.6,Foul: Shooting,Tim Hardaway Jr.,DeMarcus Cousins,CNC,Hardaway Jr. (ATL) maintains legal guarding position and makes incidental contact with Cousins (SAC) that does not affect his shot attempt.,http://official.nba.com/last-two-minute-report/?gameNo=0021600806&eventNum=1118,20170210ATLSAC,20170210ATLSAC-10,SAC,ATL,
Q4,0:00:14.900000,14.9,Foul: Personal,DeMarcus Cousins,Paul Millsap,CNC,Cousins (SAC) makes incidental contact with Millsap (ATL) that does not affect his SQBR.,http://official.nba.com/last-two-minute-report/?gameNo=0021600806&eventNum=1120,20170210ATLSAC,20170210ATLSAC-11,ATL,SAC,
Q4,0:00:13.400000,13.4,Turnover: Double Dribble,Paul Millsap,,CNC,Millsap (ATL) takes a legal dribble on the play.,http://official.nba.com/last-two-minute-report/?gameNo=0021600806&eventNum=1121,20170210ATLSAC,20170210ATLSAC-12,SAC,ATL,
Q4,0:00:09.800000,9.8,Foul: Offensive,Paul Millsap,DeMarcus Cousins,CNC,"While driving to the basket, Millsap (ATL) makes marginal contact with Cousins (SAC).",http://official.nba.com/last-two-minute-report/?gameNo=0021600806&eventNum=1122,20170210ATLSAC,20170210ATLSAC-13,SAC,ATL,
Q4,0:00:05.400000,5.4,Foul: Shooting,Dennis Schroder,Darren Collison,CNC,Schroder (ATL) maintains legal guarding position and makes incidental contact with Collison (SAC) that does not affect his drive to the basket and shot attempt.,http://official.nba.com/last-two-minute-report/?gameNo=0021600806&eventNum=1123,20170210ATLSAC,20170210ATLSAC-14,SAC,ATL,
Q4,0:00:01.100000,1.1,Foul: Shooting,Matt Barnes,Tim Hardaway Jr.,CNC,Barnes (SAC) maintains legal guarding position and makes incidental contact with Hardaway Jr. (ATL) that does not affect his drive to the basket and shot attempt.,http://official.nba.com/last-two-minute-report/?gameNo=0021600806&eventNum=1124,20170210ATLSAC,20170210ATLSAC-15,ATL,SAC,
Q4,0:01:39,99,Foul: Personal,Markieff Morris,Kevin Seraphin,CNC,Morris (WAS) maintains legal guarding position and makes incidental contact with Seraphin (IND).,http://official.nba.com/last-two-minute-report/?gameNo=0021600805&eventNum=1053,20170210INDWAS,20170210INDWAS-0,IND,WAS,
Q4,0:01:37,97,Turnover: Traveling,Monta Ellis,,CNC,Ellis (IND) makes a legal play and does not travel.,http://official.nba.com/last-two-minute-report/?gameNo=0021600805&eventNum=1054,20170210INDWAS,20170210INDWAS-1,WAS,IND,
Q4,0:01:35,95,Foul: Shooting,Markieff Morris,Monta Ellis,CNC,Morris (WAS) maintains legal guarding position and makes incidental contact with Ellis (IND) that does not affect his drive to the basket and shot attempt.,http://official.nba.com/last-two-minute-report/?gameNo=0021600805&eventNum=1055,20170210INDWAS,20170210INDWAS-2,IND,WAS,
