period,time,seconds_left,call_type,committing_player,disadvantaged_player,review_decision,comment,video,game_id,play_id,disadvantaged_team,committing_team,ref_made_call
Q4,0:01:23,83,Foul: Offensive,Marcin Gortat,Jeff Teague,CNC,Gortat (WAS) sets the screen on Teague (IND) and gives him room to avoid the contact.,http://official.nba.com/last-two-minute-report/?gameNo=0021600805&eventNum=1056,20170210INDWAS,20170210INDWAS-3,IND,WAS,
Q4,0:01:12,72,Foul: Defense 3 Second,Markieff Morris,,CNC,Morris (WAS) is actively defending a player while in the lane.,http://official.nba.com/last-two-minute-report/?gameNo=0021600805&eventNum=1057,20170210INDWAS,20170210INDWAS-4,IND,WAS,
Q4,0:01:08,68,Foul: Offensive,Paul George,Bradley Beal,CNC,George (IND) makes marginal contact with Beal (WAS) that does not affect his ability to defend the play.,http://official.nba.com/last-two-minute-report/?gameNo=0021600805&eventNum=1058,20170210INDWAS,20170210INDWAS-5,WAS,IND,
Q4,0:00:51.800000,51.8,Foul: Shooting,Kevin Seraphin,Markieff Morris,INC,Seraphin (IND) does not allow Morris (WAS) to land following the jump shot attempt.,http://official.nba.com/last-two-minute-report/?gameNo=0021600805&eventNum=1059,20170210INDWAS,20170210INDWAS-6,WAS,IND,
Q4,0:00:50.600000,50.6,Turnover: 5 Second Inbound,Monta Ellis,,,[Detectable with stop watch] Ellis (IND) does not inbound the ball within 5 seconds.,http://official.nba.com/last-two-minute-report/?gameNo=0021600805&eventNum=1060,20170210INDWAS,20170210INDWAS-7,WAS,IND,
Q4,0:00:49.700000,49.7,Foul: Offensive,Myles Turner,Otto Porter,CNC,Turner (IND) does not deliver the contact to Porter (WAS) on the screen.,http://official.nba.com/last-two-minute-report/?gameNo=0021600805&eventNum=1061,20170210INDWAS,20170210INDWAS-8,WAS,IND,
Q4,0:00:47.900000,47.9,Foul: Shooting,Marcin Gortat,Monta Ellis,CNC,Gortat (WAS) maintains legal guarding position as he defends Ellis' (IND) drive to the basket and shot attempt.,http://official.nba.com/last-two-minute-report/?gameNo=0021600805&eventNum=1062,20170210INDWAS,20170210INDWAS-9,IND,WAS,
Q4,0:00:42.200000,42.2,Foul: Personal,Paul George,John Wall,CNC,George (IND) makes incidental contact with Wall (WAS) that does not affect his SQBR.,http://official.nba.com/last-two-minute-report/?gameNo=0021600805&eventNum=1063,20170210INDWAS,20170210INDWAS-10,WAS,IND,
Q4,0:00:37,37,Foul: Personal,Monta Ellis,Bradley Beal,CC,Ellis (IND) commits a take foul on Beal (WAS).,http://official.nba.com/last-two-minute-report/?gameNo=0021600805&eventNum=525,20170210INDWAS,20170210INDWAS-11,WAS,IND,
Q4,0:00:37,37,Foul: Loose Ball,Marcin Gortat,Myles Turner,CNC,Gortat (WAS) and Turner (IND) make incidental contact with one another during rebounding.,http://official.nba.com/last-two-minute-report/?gameNo=0021600805&eventNum=1064,20170210INDWAS,20170210INDWAS-12,IND,WAS,
Q4,0:00:33.900000,33.9,Foul: Loose Ball,Markieff Morris,Kevin Seraphin,CNC,Morris (WAS) cleanly strips the ball from Seraphin (IND).,http://official.nba.com/last-two-minute-report/?gameNo=0021600805&eventNum=1065,20170210INDWAS,20170210INDWAS-13,IND,WAS,
Q4,0:00:30.100000,30.1,Foul: Personal,Monta Ellis,John Wall,CC,Ellis (IND) commits a take foul on Wall (WAS).,http://official.nba.com/last-two-minute-report/?gameNo=0021600805&eventNum=533,20170210INDWAS,20170210INDWAS-14,WAS,IND,
Q4,0:00:30.100000,30.1,Violation: Lane,Jeff Teague,,CNC,Teague (IND) enters the area inside the three-point line after the free throw is released.,http://official.nba.com/last-two-minute-report/?gameNo=0021600805&eventNum=1066,20170210INDWAS,20170210INDWAS-15,WAS,IND,
Q4,0:00:22.800000,22.8,Foul: Shooting,John Wall,Paul George,CNC,Wall (WAS) maintains legal guarding position and makes incidental contact with George (IND) that does not affect his drive to the basket and shot attempt.,http://official.nba.com/last-two-minute-report/?gameNo=0021600805&eventNum=1067,20170210INDWAS,20170210INDWAS-16,IND,WAS,
Q4,0:00:19.400000,19.4,Foul: Personal,Paul George,Bradley Beal,CC,George (IND) commits a take foul on Beal (WAS).,http://official.nba.com/last-two-minute-report/?gameNo=0021600805&eventNum=547,20170210INDWAS,20170210INDWAS-17,WAS,IND,
Q4,0:00:05.800000,5.8,Foul: Personal,CJ Miles,John Wall,CC,Miles (IND) commits a take foul on Wall (WAS).,http://official.nba.com/last-two-minute-report/?gameNo=0021600805&eventNum=557,20170210INDWAS,20170210INDWAS-18,WAS,IND,
Q4,0:01:51,111,Foul: Offensive,Okaro White,Brook Lopez,CNC,White (MIA) makes marginal contact with Lopez (BKN) that does not affect his ability to defend the play.,http://official.nba.com/last-two-minute-report/?gameNo=0021600799&eventNum=1108,20170210MIABKN,20170210MIABKN-0,BKN,MIA,
Q4,0:01:47,107,Foul: Offensive,Okaro White,Rondae Hollis-Jefferson,INC,White (MIA) extends his arms and delivers the contact to Hollis-Jefferson (BKN) on the screen.,http://official.nba.com/last-two-minute-report/?gameNo=0021600799&eventNum=1109,20170210MIABKN,20170210MIABKN-1,BKN,MIA,
Q4,0:01:45,105,Foul: Shooting,Brook Lopez,Okaro White,CNC,Lopez (BKN) maintains legal guarding position on the shot attempt by White (MIA).,http://official.nba.com/last-two-minute-report/?gameNo=0021600799&eventNum=1110,20170210MIABKN,20170210MIABKN-2,MIA,BKN,
Q4,0:01:39,99,Foul: Personal,Okaro White,Rondae Hollis-Jefferson,CNC,White (MIA) makes contact with Hollis-Jefferson (BKN) that does not affect his FOM off ball.,http://official.nba.com/last-two-minute-report/?gameNo=0021600799&eventNum=1111,20170210MIABKN,20170210MIABKN-3,BKN,MIA,
Q4,0:01:32,92,Turnover: Traveling,Caris LeVert,,,[Observable in enhanced video] LeVert (BKN) moves his pivot foot.,http://official.nba.com/last-two-minute-report/?gameNo=0021600799&eventNum=1112,20170210MIABKN,20170210MIABKN-4,MIA,BKN,
Q4,0:01:27,87,Foul: Shooting,Tyler Johnson,Rondae Hollis-Jefferson,CNC,Johnson (MIA) maintains legal guarding position on the shot attempt by Hollis-Jefferson (BKN).,http://official.nba.com/last-two-minute-report/?gameNo=0021600799&eventNum=1113,20170210MIABKN,20170210MIABKN-5,BKN,MIA,
Q4,0:01:21,81,Foul: Personal,Rondae Hollis-Jefferson,James Johnson,CNC,Hollis-Jefferson (BKN) maintains legal guarding position and makes incidental contact with Johnson (MIA).,http://official.nba.com/last-two-minute-report/?gameNo=0021600799&eventNum=1114,20170210MIABKN,20170210MIABKN-6,MIA,BKN,
Q4,0:01:13,73,Foul: Offensive,Okaro White,Rondae Hollis-Jefferson,CNC,White (MIA) and Hollis-Jefferson (BKN) briefly engage and separate following the screen.,http://official.nba.com/last-two-minute-report/?gameNo=0021600799&eventNum=1115,20170210MIABKN,20170210MIABKN-7,BKN,MIA,
Q4,0:01:09,69,Foul: Loose Ball,Okaro White,Rondae Hollis-Jefferson,CNC,White (MIA) and Hollis-Jefferson (BKN) make incidental contact with one another during rebounding.,http://official.nba.com/last-two-minute-report/?gameNo=0021600799&eventNum=1116,20170210MIABKN,20170210MIABKN-8,BKN,MIA,
Q4,0:00:44.300000,44.3,Foul: Shooting,Bojan Bogdanovic,Goran Dragic,CNC,Bogdanovic (BKN) maintains legal guarding position and makes incidental contact with Dragic (MIA) that does not affect his drive to the basket and shot attempt.,http://official.nba.com/last-two-minute-report/?gameNo=0021600799&eventNum=1117,20170210MIABKN,20170210MIABKN-9,MIA,BKN,
Q4,0:00:39.400000,39.4,Foul: Shooting,Goran Dragic,Randy Foye,CNC,Dragic (MIA) maintains legal guarding position and makes incidental contact with Foye (BKN) that does not affect his drive to the basket and shot attempt.,http://official.nba.com/last-two-minute-report/?gameNo=0021600799&eventNum=1118,20170210MIABKN,20170210MIABKN-10,BKN,MIA,
Q4,0:00:33.300000,33.3,Foul: Personal,Bojan Bogdanovic,James Johnson,CC,Bogdanovic (BKN) makes body to body contact with Johnson (MIA) that affects his SQBR.,http://official.nba.com/last-two-minute-report/?gameNo=0021600799&eventNum=533,20170210MIABKN,20170210MIABKN-11,MIA,BKN,
Q4,0:00:33.300000,33.3,Foul: Away from Play,Caris LeVert,Okaro White,,"[Incidental or immaterial] Prior to the inbound pass, LeVert (BKN) grabs White's (MIA) wrist.",http://official.nba.com/last-two-minute-report/?gameNo=0021600799&eventNum=1119,20170210MIABKN,20170210MIABKN-12,MIA,BKN,
Q4,0:00:33.200000,33.2,Foul: Personal,Trevor Booker,Okaro White,INC,RATR shows Booker (BKN) makes contact with White (MIA) and affects his SQBR.,http://official.nba.com/last-two-minute-report/?gameNo=0021600799&eventNum=1120,20170210MIABKN,20170210MIABKN-13,MIA,BKN,
Q4,0:00:25,25,Foul: Personal,Caris LeVert,James Johnson,CC,LeVert (BKN) commits a take foul on Johnson (MIA).,http://official.nba.com/last-two-minute-report/?gameNo=0021600799&eventNum=539,20170210MIABKN,20170210MIABKN-14,MIA,BKN,
Q4,0:00:21.700000,21.7,Foul: Personal,Bojan Bogdanovic,Tyler Johnson,CC,Bogdanovic (BKN) commits a take foul on Johnson (MIA).,http://official.nba.com/last-two-minute-report/?gameNo=0021600799&eventNum=550,20170210MIABKN,20170210MIABKN-15,MIA,BKN,
Q4,0:00:17.400000,17.4,Foul: Offensive,Randy Foye,James Johnson,CNC,Foye (BKN) makes marginal contact with Johnson (MIA) that does not affect his ability to defend the play.,http://official.nba.com/last-two-minute-report/?gameNo=0021600799&eventNum=1121,20170210MIABKN,20170210MIABKN-16,MIA,BKN,
